Time	 Int488	 Int561	 Back488	 Back561	 Raw488	 Raw561
0.0	 29.5932516084	 1.55806438002	 31.61832	 186.2	46.8132	 187.0
0.5	 3.62267012952	 5.50812357165	 31.4403124832	 186.171812081	33.3004	 189.0
1.0	 -11.6611477668	 13.3533437133	 31.2623049664	 186.143624161	25.2748	 193.0
1.5	 6.912552347	 -19.7006261205	 31.0842974497	 186.115436242	34.6336	 176.0
2.0	 -25.0004866773	 -0.169923128694	 30.9062899329	 186.087248322	18.0696	 186.0
2.5	 9.30421044939	 19.3607798632	 30.7282824161	 186.059060403	35.5056	 196.0
3.0	 14.244847238	 -13.6931899707	 30.5502748993	 186.030872483	37.8644	 179.0
3.5	 -35.0468418811	 -17.5334526792	 30.3722673826	 186.002684564	12.3772	 177.0
4.0	 -20.317665625	 17.5778941129	 30.1942598658	 185.974496644	19.762	 195.0
4.5	 -32.1059660847	 11.7900509294	 30.016252349	 185.946308725	13.5312	 192.0
5.0	 -26.3660422692	 6.00220774586	 29.8382448322	 185.918120805	16.3004	 189.0
5.5	 -23.5724181963	 4.10952551241	 29.6602373154	 185.889932886	17.5568	 188.0
6.0	 90.3828671337	 -21.1541224214	 29.4822297987	 185.861744966	75.89	 175.0
6.5	 85.7359547598	 -1.62341942952	 29.3042222819	 185.833557047	73.326	 185.0
7.0	 123.036809689	 6.22180071217	 29.1262147651	 185.805369128	92.3004	 189.0
7.5	 88.926120857	 -11.2515253215	 28.9482072483	 185.777181208	74.608	 180.0
8.0	 10.7705100658	 6.33159719532	 28.7701997315	 185.748993289	34.3004	 189.0
8.5	 11.5168375434	 20.0195587621	 28.5921922148	 185.720805369	34.5056	 196.0
9.0	 62.2505445252	 -16.9295720218	 28.414184698	 185.69261745	60.3772	 177.0
9.5	 -66.092657043	 6.49629192006	 28.2361771812	 185.66442953	-5.6996	 189.0
10.0	 -48.6173923171	 -7.08187316356	 28.0581696644	 185.636241611	3.0952	 182.0
10.5	 -42.4778249881	 0.763346978132	 27.8801621477	 185.608053691	6.0696	 186.0
11.0	 -30.0460146604	 14.4513085449	 27.7021546309	 185.579865772	12.2748	 193.0
11.5	 14.196017082	 2.82072393631	 27.5241471141	 185.551677852	34.8132	 187.0
12.0	 28.2256224315	 -4.91469972222	 27.3461395973	 185.523489933	41.8388	 183.0
12.5	 -42.0898083994	 4.8781008945	 27.1681320805	 185.495302013	5.5568	 188.0
13.0	 12.389485352	 -8.70006418912	 26.9901245638	 185.467114094	33.3516	 181.0
13.5	 43.9971730368	 -24.2258097478	 26.812117047	 185.438926174	49.4028	 173.0
14.0	 74.7564946668	 16.7282784694	 26.6341095302	 185.410738255	65.0184	 194.0
14.5	 45.9393295656	 8.99285481086	 26.4561020134	 185.382550336	50.044	 190.0
15.0	 76.598156043	 -10.4280516978	 26.2780944966	 185.354362416	65.608	 180.0
15.5	 64.5605652825	 22.7357146192	 26.1000869799	 185.326174497	59.2492	 197.0
16.0	 111.249537134	 9.1575495356	 25.9220794631	 185.297986577	83.044	 190.0
16.5	 47.5753557227	 -29.7391617234	 25.7440719463	 185.269798658	50.172	 170.0
17.0	 66.249550989	 -2.41813683141	 25.5660644295	 185.241610738	59.5824	 184.0
17.5	 78.4811500439	 -33.5245261903	 25.3880569128	 185.213422819	65.6848	 168.0
18.0	 162.0744348	 -31.5220474737	 25.210049396	 185.185234899	108.4284	 169.0
18.5	 84.7679690964	 5.53687979343	 25.0320418792	 185.15704698	68.5568	 188.0
19.0	 157.774206391	 -11.9364462402	 24.8540343624	 185.12885906	105.8644	 179.0
19.5	 129.856044437	 -7.9863870486	 24.6760268456	 185.100671141	91.3516	 181.0
20.0	 224.835663682	 40.7580230687	 24.4980193289	 185.072483221	139.9416	 206.0
20.5	 239.564060906	 -0.0862686653368	 24.3200118121	 185.044295302	147.326	 185.0
21.0	 285.753673124	 -11.7168532739	 24.1420042953	 185.016107383	170.8644	 179.0
21.5	 265.62583307	 -7.76679408229	 23.9639967785	 184.987919463	160.3516	 181.0
22.0	 202.052146811	 13.7114893846	 23.7859892617	 184.959731544	127.5312	 192.0
22.5	 341.875196011	 -21.2900609243	 23.607981745	 184.931543624	199.1464	 174.0
23.0	 252.08396043	 -11.4972603076	 23.4299742282	 184.903355705	152.8644	 179.0
23.5	 385.365476329	 -13.3899425411	 23.2519667114	 184.875167785	221.1208	 178.0
24.0	 198.195216997	 -3.59714192435	 23.0739591946	 184.846979866	124.8388	 183.0
24.5	 385.559484624	 -11.3325655829	 22.8959516779	 184.818791946	220.8644	 179.0
25.0	 288.527144836	 -11.2776673413	 22.7179441611	 184.790604027	170.8644	 179.0
25.5	 294.566996045	 12.1481966006	 22.5399366443	 184.762416107	173.7876	 191.0
26.0	 358.284832538	 0.517611992021	 22.3619291275	 184.734228188	206.326	 185.0
26.5	 383.850346557	 16.1531540338	 22.1839216107	 184.706040268	219.2748	 193.0
27.0	 412.412018379	 20.1032132255	 22.005914094	 184.677852349	233.762	 195.0
27.5	 428.538778384	 -11.0031761334	 21.8279065772	 184.64966443	241.8644	 179.0
28.0	 354.827546237	 -3.15795599172	 21.6498990604	 184.62147651	203.8388	 183.0
28.5	 466.086601157	 12.4775860501	 21.4718915436	 184.593288591	260.7876	 191.0
29.0	 362.412232918	 -14.7336423587	 21.2938840268	 184.565100671	207.3772	 177.0
29.5	 471.673849303	 8.69222158318	 21.1158765101	 184.536912752	263.3004	 189.0
30.0	 555.41670824	 -12.6762654005	 20.9378689933	 184.508724832	306.1208	 178.0
30.5	 490.39480114	 6.8544375913	 20.7598614765	 184.480536913	272.5568	 188.0
31.0	 456.733613881	 -4.77614701728	 20.5818539597	 184.452348993	255.0952	 182.0
31.5	 574.23505374	 24.4924583497	 20.403846443	 184.424161074	315.2492	 197.0
32.0	 600.0	 8.96671279107	 20.2258389262	 184.395973154	328.3004	 189.0
32.5	 508.261183944	 18.7595134078	 20.0478314094	 184.367785235	281.0184	 194.0
33.0	 381.165991944	 -0.661393100915	 19.8698238926	 184.339597315	215.5824	 184.0
33.5	 475.895541857	 11.0789879908	 19.6918163758	 184.311409396	264.044	 190.0
34.0	 474.94357916	 -14.184659943	 19.5138088591	 184.283221477	263.3772	 177.0
34.5	 496.064714535	 11.188784474	 19.3358013423	 184.255033557	274.044	 190.0
35.0	 526.923752285	 36.5622288909	 19.1577938255	 184.226845638	289.7108	 203.0
35.5	 578.206676961	 -10.1248042682	 18.9797863087	 184.198657718	315.8644	 179.0
36.0	 477.179460104	 5.51073777363	 18.8017787919	 184.170469799	263.8132	 187.0
36.5	 479.573440663	 -10.015007785	 18.6237712752	 184.142281879	264.8644	 179.0
37.0	 488.609449674	 1.72537330674	 18.4457637584	 184.11409396	269.326	 185.0
37.5	 500.192114915	 -4.06246987677	 18.2677562416	 184.08590604	275.0952	 182.0
38.0	 437.217504411	 -0.112410685136	 18.0897487248	 184.057718121	242.5824	 184.0
38.5	 560.810975995	 -9.79541481869	 17.9117412081	 184.029530201	305.8644	 179.0
39.0	 462.73005888	 1.94496627305	 17.7337336913	 184.001342282	255.326	 185.0
39.5	 394.911426218	 1.99986451463	 17.5557261745	 183.973154362	220.326	 185.0
40.0	 433.161142355	 13.7402456064	 17.3777186577	 183.944966443	239.7876	 191.0
40.5	 380.823437373	 29.3757876482	 17.1997111409	 183.916778523	212.7364	 199.0
41.0	 385.164998408	 13.8500420895	 17.0217036242	 183.888590604	214.7876	 191.0
41.5	 351.054309576	 -3.62328394414	 16.8436961074	 183.860402685	197.0952	 182.0
42.0	 386.807227543	 17.8549995227	 16.6656885906	 183.832214765	215.2748	 193.0
42.5	 371.672983828	 2.32925396409	 16.4876810738	 183.804026846	207.326	 185.0
43.0	 397.787715541	 8.22689363075	 16.309673557	 183.775838926	220.5568	 188.0
43.5	 420.506645938	 12.1769528224	 16.1316660403	 183.747651007	232.044	 190.0
44.0	 347.494205665	 -13.0866951114	 15.9536585235	 183.719463087	194.3772	 177.0
44.5	 361.024451381	 -18.8745382949	 15.7756510067	 183.691275168	201.1464	 174.0
45.0	 337.900453524	 -3.2389962531	 15.5976434899	 183.663087248	189.0952	 182.0
45.5	 374.252447246	 0.711062938533	 15.4196359732	 183.634899329	207.5824	 184.0
46.0	 262.987968379	 18.2941854554	 15.2416284564	 183.606711409	150.2748	 193.0
46.5	 270.375545277	 -16.7073648536	 15.0636209396	 183.57852349	153.89	 175.0
47.0	 313.918785145	 4.77091861332	 14.8856134228	 183.55033557	176.0696	 186.0
47.5	 257.336133759	 -1.01692457018	 14.707605906	 183.522147651	146.8388	 183.0
48.0	 275.710401633	 -2.90960680363	 14.5295983893	 183.493959732	156.0952	 182.0
48.5	 237.105476096	 -2.85470856205	 14.3515908725	 183.465771812	136.0952	 182.0
49.0	 326.092000704	 -6.69497127053	 14.1735833557	 183.437583893	181.608	 180.0
49.5	 345.764915238	 16.7308926714	 13.9955758389	 183.409395973	191.5312	 192.0
50.0	 346.360889503	 -22.1658185876	 13.8175683221	 183.381208054	191.6592	 172.0
50.5	 305.708667371	 -6.5302765458	 13.6395608054	 183.353020134	170.608	 180.0
51.0	 278.739366625	 1.31494359589	 13.4615532886	 183.324832215	156.5824	 184.0
51.5	 248.523838742	 -16.1583824378	 13.2835457718	 183.296644295	140.89	 175.0
52.0	 209.319837452	 1.42474007905	 13.105538255	 183.268456376	120.5824	 184.0
52.5	 262.650837755	 15.1127016458	 12.9275307383	 183.240268456	147.7876	 191.0
53.0	 286.018701966	 -6.25578533791	 12.7495232215	 183.212080537	159.608	 180.0
53.5	 207.912949235	 3.53701527881	 12.5715157047	 183.183892617	119.326	 185.0
54.0	 153.327736385	 -10.0411498048	 12.3935081879	 183.155704698	91.1208	 178.0
54.5	 127.706940359	 15.3322946121	 12.2155006711	 183.127516779	77.7876	 191.0
55.0	 75.0693079843	 1.75412952851	 12.0374931544	 183.099328859	50.5824	 184.0
55.5	 141.134368466	 3.75660824512	 11.8594856376	 183.07114094	84.326	 185.0
56.0	 92.24232286	 13.5494088618	 11.6814781208	 183.04295302	59.044	 190.0
56.5	 3.4996646066	 11.6567266284	 11.503470604	 183.014765101	13.3004	 189.0
57.0	 99.4273660275	 -11.6593408304	 11.3254630872	 182.986577181	62.3772	 177.0
57.5	 83.0949708035	 7.87136216149	 11.1474555705	 182.958389262	53.8132	 187.0
58.0	 110.008210511	 -34.9205100475	 10.9694480537	 182.930201342	67.454	 165.0
58.5	 124.687528707	 7.98115864464	 10.7914405369	 182.902013423	74.8132	 187.0
59.0	 236.195873928	 -15.3349088141	 10.6134330201	 182.873825503	131.89	 175.0
59.5	 115.143634626	 10.0385356028	 10.4354255034	 182.845637584	69.5568	 188.0
60.0	 77.1377848441	 -7.43479043084	 10.2574179866	 182.817449664	49.8644	 179.0
60.5	 39.8315059684	 17.9386539861	 10.0794104698	 182.789261745	30.5312	 192.0
61.0	 25.2963380067	 -15.1153158478	 9.90140295302	 182.761073826	22.89	 175.0
61.5	 23.9953688889	 14.1532895192	 9.72339543624	 182.732885906	22.044	 190.0
62.0	 -0.876777202039	 -1.37245603945	 9.54538791946	 182.704697987	9.0952	 182.0
62.5	 -12.3651502686	 22.0534079025	 9.36738040268	 182.676510067	3.0184	 194.0
63.0	 8.50591577351	 10.4228232939	 9.18937288591	 182.648322148	13.5568	 188.0
63.5	 35.2197232407	 -1.20776131471	 9.01136536913	 182.620134228	27.0952	 182.0
64.0	 9.74850139564	 0.79471740189	 8.83335785235	 182.591946309	13.8388	 183.0
64.5	 -25.0111212509	 8.63993754358	 8.65535033557	 182.563758389	-4.1868	 187.0
65.0	 17.1836138962	 12.5899967352	 8.47734281879	 182.53557047	17.3004	 189.0
65.5	 -8.88668370301	 32.1206997271	 8.29933530201	 182.50738255	3.7364	 199.0
66.0	 5.29249582691	 1.0143103682	 8.12132778523	 182.479194631	10.8388	 183.0
66.5	 52.7807547051	 14.702271935	 7.94332026846	 182.451006711	35.044	 190.0
67.0	 37.546794869	 14.7571701765	 7.76531275168	 182.422818792	27.044	 190.0
