Time	 Int488	 Int561	 Back488	 Back561	 Raw488	 Raw561
0.0	 -8.62512	 50.8	 7.46712	 444.2	-1.158	 495.0
0.5	 9.34858466667	 24.505	 7.41621533333	 443.495	16.7648	 468.0
1.0	 3.39948933333	 25.21	 7.36531066667	 442.79	10.7648	 468.0
1.5	 -6.934806	 -31.085	 7.314406	 442.085	0.3796	 411.0
2.0	 3.32089866667	 -62.38	 7.26350133333	 441.38	10.5844	 379.0
2.5	 6.73100333333	 -39.675	 7.21259666667	 440.675	13.9436	 401.0
3.0	 -12.141692	 -89.97	 7.161692	 439.97	-4.98	 350.0
3.5	 1.39721266667	 -9.265	 7.11078733333	 439.265	8.508	 430.0
4.0	 4.85851733333	 5.44	 7.05988266667	 438.56	11.9184	 444.0
4.5	 -18.680178	 20.145	 7.008978	 437.855	-11.6712	 458.0
5.0	 28.1387266667	 -99.15	 6.95807333333	 437.15	35.0968	 338.0
5.5	 -35.1167686667	 27.555	 6.90716866667	 436.445	-28.2096	 464.0
6.0	 -8.451064	 -28.74	 6.856264	 435.74	-1.5948	 407.0
6.5	 -28.4509593333	 18.965	 6.80535933333	 435.035	-21.6456	 454.0
7.0	 11.3691453333	 16.67	 6.75445466667	 434.33	18.1236	 451.0
7.5	 -15.40035	 28.375	 6.70355	 433.625	-8.6968	 462.0
8.0	 -11.0410453333	 98.08	 6.65264533333	 432.92	-4.3884	 531.0
8.5	 7.85585933333	 83.785	 6.60174066667	 432.215	14.4576	 516.0
9.0	 -23.657236	 94.49	 6.550836	 431.51	-17.1064	 526.0
9.5	 -24.5039313333	 79.195	 6.49993133333	 430.805	-18.004	 510.0
10.0	 -52.7850266667	 209.9	 6.44902666667	 430.1	-46.336	 640.0
10.5	 -4.426522	 201.605	 6.398122	 429.395	1.9716	 631.0
11.0	 -38.1704173333	 209.31	 6.34721733333	 428.69	-31.8232	 638.0
11.5	 -29.2219126667	 226.015	 6.29631266667	 427.985	-22.9256	 654.0
12.0	 -27.914608	 225.72	 6.245408	 427.28	-21.6692	 653.0
12.5	 -21.6325033333	 268.425	 6.19450333333	 426.575	-15.438	 695.0
13.0	 -34.2495986667	 139.13	 6.14359866667	 425.87	-28.106	 565.0
13.5	 -3.019094	 150.835	 6.092694	 425.165	3.0736	 576.0
14.0	 -27.5061893333	 196.54	 6.04178933333	 424.46	-21.4644	 621.0
14.5	 21.4419153333	 174.245	 5.99088466667	 423.755	27.4328	 598.0
15.0	 -2.55758	 260.95	 5.93998	 423.05	3.3824	 684.0
15.5	 -14.2246753333	 256.655	 5.88907533333	 422.345	-8.3356	 679.0
16.0	 -23.6349706667	 290.36	 5.83817066667	 421.64	-17.7968	 712.0
16.5	 -44.430866	 228.065	 5.787266	 420.935	-38.6436	 649.0
17.0	 -35.7639613333	 288.77	 5.73636133333	 420.23	-30.0276	 709.0
17.5	 -22.5582566667	 382.475	 5.68545666667	 419.525	-16.8728	 802.0
18.0	 -36.174952	 292.18	 5.634552	 418.82	-30.5404	 711.0
18.5	 -32.5336473333	 356.885	 5.58364733333	 418.115	-26.95	 775.0
19.0	 -69.6351426667	 498.59	 5.53274266667	 417.41	-64.1024	 916.0
19.5	 -44.532638	 530.295	 5.481838	 416.705	-39.0508	 947.0
20.0	 -11.8421333333	 392.0	 5.43093333333	 416.0	-6.4112	 808.0
20.5	 -40.8904286667	 720.705	 5.38002866667	 415.295	-35.5104	 1136.0
21.0	 -16.379124	 610.41	 5.329124	 414.59	-11.05	 1025.0
21.5	 -42.3782193333	 736.115	 5.27821933333	 413.885	-37.1	 1150.0
22.0	 -37.0977146667	 622.82	 5.22731466667	 413.18	-31.8704	 1036.0
22.5	 -29.56121	 469.525	 5.17641	 412.475	-24.3848	 882.0
23.0	 -20.8171053333	 557.23	 5.12550533333	 411.77	-15.6916	 969.0
23.5	 21.4397993333	 642.935	 5.07460066667	 411.065	26.5144	 1054.0
24.0	 -23.639296	 468.64	 5.023696	 410.36	-18.6156	 879.0
24.5	 49.9248086667	 506.345	 4.97279133333	 409.655	54.8976	 916.0
25.0	 -19.1794866667	 375.05	 4.92188666667	 408.95	-14.2576	 784.0
25.5	 -6.487382	 392.755	 4.870982	 408.245	-1.6164	 801.0
26.0	 -20.6676773333	 351.46	 4.82007733333	 407.54	-15.8476	 759.0
26.5	 10.8704273333	 354.165	 4.76917266667	 406.835	15.6396	 761.0
27.0	 11.741732	 343.87	 4.718268	 406.13	16.46	 750.0
27.5	 -60.1797633333	 535.575	 4.66736333333	 405.425	-55.5124	 941.0
28.0	 -3.69405866667	 429.28	 4.61645866667	 404.72	0.9224	 834.0
28.5	 -25.002754	 368.985	 4.565554	 404.015	-20.4372	 773.0
29.0	 -31.5934493333	 313.69	 4.51464933333	 403.31	-27.0788	 717.0
29.5	 -24.6973446667	 221.395	 4.46374466667	 402.605	-20.2336	 624.0
30.0	 -35.31284	 248.1	 4.41284	 401.9	-30.9	 650.0
30.5	 20.5580646667	 198.805	 4.36193533333	 401.195	24.92	 600.0
31.0	 -33.1082306667	 272.51	 4.31103066667	 400.49	-28.7972	 673.0
31.5	 11.557874	 255.215	 4.260126	 399.785	15.818	 655.0
32.0	 6.40477866667	 365.92	 4.20922133333	 399.08	10.614	 765.0
