Time	 Int488	 Int561	 Back488	 Back561	 Raw488	 Raw561
0.0	 9.31882896657	 -3.380797042	 89.17216	 185.6	99.0952	 182.0
0.5	 -31.1115874579	 0.429615971493	 89.1983898851	 185.542528736	56.0696	 186.0
1.0	 22.3449838387	 7.99647014277	 89.2246197701	 185.485057471	113.0184	 194.0
1.5	 -11.3914544426	 -6.97532263264	 89.2508496552	 185.427586207	77.1208	 178.0
2.0	 10.5929015458	 2.46975211753	 89.2770795402	 185.370114943	100.5568	 188.0
2.5	 25.3292043204	 7.21927542047	 89.3033094253	 185.312643678	116.2748	 193.0
3.0	 34.7437569067	 -0.239635039376	 89.3295393103	 185.255172414	126.326	 185.0
3.5	 18.7782904546	 -3.94210434144	 89.3557691954	 185.197701149	109.3516	 181.0
4.0	 34.020210209	 -4.82724277517	 89.3819990805	 185.140229885	125.608	 180.0
4.5	 -34.3427270206	 -1.95594005112	 89.4082289655	 185.082758621	52.8388	 183.0
5.0	 17.2837061439	 -1.9019681954	 89.4344588506	 185.025287356	107.8388	 183.0
5.5	 19.378081846	 -2.78710662913	 89.4606887356	 184.967816092	110.0952	 182.0
6.0	 43.047952982	 0.0841960949157	 89.4869186207	 184.910344828	135.326	 185.0
6.5	 20.003097524	 2.01638852952	 89.5131485057	 184.852873563	110.8132	 187.0
7.0	 20.9416162819	 -1.68608077254	 89.5393783908	 184.795402299	111.8388	 183.0
7.5	 32.4030536551	 1.18522195151	 89.5656082759	 184.737931034	124.0696	 186.0
8.0	 56.5304593241	 5.93474525445	 89.5918381609	 184.68045977	149.7876	 191.0
8.5	 128.889442527	 -5.28060636318	 89.618068046	 184.622988506	226.8644	 179.0
9.0	 119.208877776	 -0.531083060238	 89.644297931	 184.565517241	216.5824	 184.0
9.5	 184.921965282	 -0.477111204523	 89.6705278161	 184.508045977	286.5824	 184.0
10.0	 240.304839604	 -0.423139348807	 89.6967577011	 184.450574713	345.5824	 184.0
10.5	 240.761782606	 -2.24738807198	 89.7229875862	 184.393103448	346.0952	 182.0
11.0	 254.101440558	 0.623914652068	 89.7492174713	 184.335632184	360.326	 185.0
11.5	 257.351673204	 2.55610708667	 89.7754473563	 184.27816092	363.8132	 187.0
12.0	 300.766901642	 1.67096865294	 89.8016772414	 184.220689655	410.0696	 186.0
12.5	 340.907264678	 -1.09239035968	 89.8279071264	 184.163218391	452.8388	 183.0
13.0	 412.519843023	 -5.73396995119	 89.8541370115	 184.105747126	529.1208	 178.0
13.5	 359.59212251	 6.52843566731	 89.8803668966	 184.048275862	472.7876	 191.0
14.0	 363.588760015	 1.8868560758	 89.9065967816	 183.990804598	477.0696	 186.0
14.5	 375.290985266	 3.81904851041	 89.9328266667	 183.933333333	489.5568	 188.0
15.0	 534.240820529	 -0.8225310811	 89.9590565517	 183.875862069	658.8388	 183.0
15.5	 429.734157767	 0.17055106406	 89.9852864368	 183.818390805	547.5824	 184.0
16.0	 474.305243149	 2.10274349867	 90.0115163218	 183.76091954	595.0696	 186.0
16.5	 560.028517059	 -6.29527725062	 90.0377462069	 183.703448276	686.3772	 177.0
17.0	 558.366451603	 -7.18041568435	 90.063976092	 183.645977011	684.6336	 176.0
17.5	 600.0	 13.5339825391	 90.090205977	 183.588505747	728.9928	 198.0
18.0	 564.38534114	 -1.43781023625	 90.1164358621	 183.531034483	691.0952	 182.0
18.5	 484.102840472	 -7.01850011721	 90.1426657471	 183.473563218	605.6336	 176.0
19.0	 504.52188743	 -9.78185912983	 90.1688956322	 183.416091954	627.4028	 173.0
19.5	 531.033130658	 -10.6669975636	 90.1951255172	 183.35862069	655.6592	 172.0
20.0	 465.51156552	 -11.5521359973	 90.2213554023	 183.301149425	585.9156	 171.0
20.5	 586.343289779	 -3.04617153657	 90.2475852874	 183.243678161	714.608	 180.0
21.0	 468.448295087	 -1.11397910196	 90.2738151724	 183.186206897	589.0952	 182.0
21.5	 404.588203873	 -4.81644840403	 90.3000450575	 183.128735632	521.1208	 178.0
22.0	 401.192540823	 8.38506750392	 90.3262749425	 183.071264368	517.5312	 192.0
22.5	 424.741830198	 -6.58672527149	 90.3525048276	 183.013793103	542.6336	 176.0
23.0	 393.004194257	 -3.71542254744	 90.3787347126	 182.956321839	508.8644	 179.0
23.5	 421.152870185	 -3.66145069172	 90.4049645977	 182.898850575	538.8644	 179.0
24.0	 367.021210282	 13.296506374	 90.4311944828	 182.84137931	481.2492	 197.0
24.5	 253.002862864	 -3.55350698029	 90.4574243678	 182.783908046	359.8644	 179.0
25.0	 214.71549612	 -4.43864541402	 90.4836542529	 182.726436782	319.1208	 178.0
25.5	 145.22074317	 -8.14111471608	 90.5098841379	 182.668965517	245.1464	 174.0
26.0	 202.192967746	 0.364849744635	 90.536114023	 182.611494253	305.8388	 183.0
26.5	 150.25243997	 5.11437304757	 90.562343908	 182.554022989	250.5568	 188.0
27.0	 93.6884844171	 -1.40542712282	 90.5885737931	 182.496551724	190.3516	 181.0
27.5	 65.731330857	 -2.29056555655	 90.6148036782	 182.43908046	160.608	 180.0
28.0	 0.185724495688	 0.580737167496	 90.6410335632	 182.381609195	90.8388	 183.0
28.5	 14.9460684936	 1.57381931266	 90.6672634483	 182.324137931	106.5824	 184.0
29.0	 6.75831345873	 -6.82420143663	 90.6934933333	 182.266666667	97.89	 175.0
29.5	 -48.9626966985	 1.68176302409	 90.7197232184	 182.209195402	38.5824	 184.0
30.0	 14.4146356958	 -0.142485699088	 90.7459531034	 182.151724138	106.0952	 182.0
