Time	 Int488	 Int561	 Back488	 Back561	 Raw488	 Raw561
0.0	 -2.44981482468	 -19.3000117491	 113.1948	 393.0	110.1484	 369.0
0.5	 -1.21991195129	 32.5827002812	 113.255788031	 392.482677165	111.7388	 433.0
1.0	 -9.12566963933	 -27.3138224018	 113.316776063	 391.965354331	101.9688	 358.0
1.5	 7.81637279898	 19.7438866912	 113.377764094	 391.448031496	123.0976	 416.0
2.0	 4.48857789782	 -1.55261249372	 113.438752126	 390.930708661	119.0204	 389.0
2.5	 13.6565756036	 3.68840447632	 113.499740157	 390.413385827	130.482	 395.0
3.0	 19.7935064642	 11.341922915	 113.560728189	 389.896062992	138.1744	 404.0
3.5	 -21.989561847	 30.2537815406	 113.62171622	 389.378740157	86.2772	 427.0
4.0	 -26.1421105836	 12.1739509806	 113.682704252	 388.861417323	81.1744	 404.0
4.5	 -11.8194014065	 -2.68921095467	 113.743692283	 388.344094488	99.046	 385.0
5.0	 0.112036314922	 41.9559966697	 113.804680315	 387.826771654	113.944	 440.0
5.5	 44.4565571014	 -14.7238573885	 113.865668346	 387.309448819	169.1484	 369.0
6.0	 -4.81137743291	 11.4255056431	 113.926656378	 386.792125984	107.9436	 401.0
6.5	 1.9444404711	 48.0290417053	 113.987644409	 386.27480315	116.4056	 446.0
7.0	 -6.70275933496	 72.5700704245	 114.048632441	 385.757480315	105.7136	 476.0
7.5	 9.76450281432	 68.16108152	 114.109620472	 385.24015748	126.252	 470.0
8.0	 -2.26470238391	 55.7104210534	 114.170608504	 384.722834646	111.3544	 454.0
8.5	 10.9032227569	 32.805587556	 114.231596535	 384.205511811	127.79	 425.0
9.0	 -14.1364420283	 74.2341265556	 114.292584567	 383.688188976	96.7136	 476.0
9.5	 0.392455607678	 58.5667974641	 114.353572598	 383.170866142	114.8416	 456.0
10.0	 4.63187364647	 17.1661193739	 114.41456063	 382.653543307	120.1744	 404.0
10.5	 -0.220943849725	 77.0905029663	 114.475548661	 382.136220472	114.2008	 478.0
11.0	 15.1117992756	 30.0606547827	 114.536536693	 381.618897638	133.3284	 419.0
11.5	 9.41299793104	 33.6933374403	 114.597524724	 381.101574803	126.3028	 423.0
12.0	 -7.56505194651	 9.18016963051	 114.658512756	 380.584251969	105.2512	 392.0
12.5	 7.74742616645	 -3.27049083609	 114.719500787	 380.066929134	124.3536	 376.0
13.0	 42.2778909786	 28.5080422889	 114.780488819	 379.549606299	167.354	 415.0
