Time	 Int488	 Int561	 Back488	 Back561	 Raw488	 Raw561
0.0	 39.09192	 -37.8	 56.41648	 506.8	95.5084	 469.0
0.5	 -32.3955843902	 28.0829268293	 56.2379843902	 505.917073171	23.8424	 534.0
1.0	 0.0137112195122	 31.9658536585	 56.0594887805	 505.034146341	56.0732	 537.0
1.5	 -11.1925931707	 14.8487804878	 55.8809931707	 504.151219512	44.6884	 519.0
2.0	 6.26750243902	 -28.2682926829	 55.702497561	 503.268292683	61.97	 475.0
2.5	 20.8567980488	 25.6146341463	 55.5240019512	 502.385365854	76.3808	 528.0
3.0	 -25.7075063415	 103.497560976	 55.3455063415	 501.502439024	29.638	 605.0
3.5	 53.0853892683	 8.38048780488	 55.1670107317	 500.619512195	108.2524	 509.0
4.0	 50.392284878	 28.2634146341	 54.988515122	 499.736585366	105.3808	 528.0
4.5	 43.0579804878	 31.1463414634	 54.8100195122	 498.853658537	97.868	 530.0
5.0	 25.1344760976	 87.0292682927	 54.6315239024	 497.970731707	79.766	 585.0
5.5	 0.414971707317	 32.912195122	 54.4530282927	 497.087804878	54.868	 530.0
6.0	 -10.0469326829	 94.7951219512	 54.2745326829	 496.204878049	44.2276	 591.0
6.5	 -5.94603707317	 29.6780487805	 54.0960370732	 495.32195122	48.15	 525.0
7.0	 -1.92114146341	 54.5609756098	 53.9175414634	 494.43902439	51.9964	 549.0
7.5	 15.0517541463	 9.44390243902	 53.7390458537	 493.556097561	68.7908	 503.0
8.0	 6.4098497561	 21.3268292683	 53.5605502439	 492.673170732	59.9704	 514.0
8.5	 -34.3092546341	 6.20975609756	 53.3820546341	 491.790243902	19.0728	 498.0
9.0	 19.6384409756	 4.09268292683	 53.2035590244	 490.907317073	72.842	 495.0
9.5	 61.2525365854	 -24.0243902439	 53.0250634146	 490.024390244	114.2776	 466.0
10.0	 31.7134321951	 10.8585365854	 52.8465678049	 489.141463415	84.56	 500.0
10.5	 28.8659278049	 -23.2585365854	 52.6680721951	 488.258536585	81.534	 465.0
11.0	 100.890423415	 -37.3756097561	 52.4895765854	 487.375609756	153.38	 450.0
11.5	 87.3513190244	 -2.49268292683	 52.3110809756	 486.492682927	139.6624	 484.0
12.0	 90.2470146341	 -74.6097560976	 52.1325853659	 485.609756098	142.3796	 411.0
12.5	 106.143910244	 -29.7268292683	 51.9540897561	 484.726829268	158.098	 455.0
13.0	 106.168805854	 -4.84390243902	 51.7755941463	 483.843902439	157.9444	 479.0
13.5	 134.757701463	 10.0390243902	 51.5970985366	 482.96097561	186.3548	 493.0
14.0	 107.730997073	 3.92195121951	 51.4186029268	 482.07804878	159.1496	 486.0
14.5	 132.422692683	 41.8048780488	 51.2401073171	 481.195121951	183.6628	 523.0
15.0	 133.703588293	 26.687804878	 51.0616117073	 480.312195122	184.7652	 507.0
15.5	 260.112483902	 -8.42926829268	 50.8831160976	 479.429268293	310.9956	 471.0
16.0	 291.752579512	 -1.54634146341	 50.7046204878	 478.546341463	342.4572	 477.0
16.5	 233.290675122	 60.3365853659	 50.526124878	 477.663414634	283.8168	 538.0
17.0	 347.545970732	 49.2195121951	 50.3476292683	 476.780487805	397.8936	 526.0
17.5	 277.828066341	 151.102439024	 50.1691336585	 475.897560976	327.9972	 627.0
18.0	 368.827761951	 218.985365854	 49.9906380488	 475.014634146	418.8184	 694.0
18.5	 339.416657561	 233.868292683	 49.812142439	 474.131707317	389.2288	 708.0
19.0	 412.184753171	 220.751219512	 49.6336468293	 473.248780488	461.8184	 694.0
19.5	 441.79884878	 192.634146341	 49.4551512195	 472.365853659	491.254	 665.0
20.0	 446.23454439	 270.517073171	 49.2766556098	 471.482926829	495.5112	 742.0
20.5	 538.05344	 210.4	 49.09816	 470.6	587.1516	 681.0
21.0	 462.23193561	 211.282926829	 48.9196643902	 469.717073171	511.1516	 681.0
21.5	 411.87163122	 179.165853659	 48.7411687805	 468.834146341	460.6128	 648.0
22.0	 452.538526829	 299.048780488	 48.5626731707	 467.951219512	501.1012	 767.0
22.5	 442.717022439	 299.931707317	 48.384177561	 467.068292683	491.1012	 767.0
23.0	 601.715118049	 211.814634146	 48.2056819512	 466.185365854	649.9208	 678.0
23.5	 445.330813659	 339.697560976	 48.0271863415	 465.302439024	493.358	 805.0
24.0	 473.689309268	 390.580487805	 47.8486907317	 464.419512195	521.538	 855.0
24.5	 436.919004878	 383.463414634	 47.670195122	 463.536585366	484.5892	 847.0
25.0	 372.917500488	 334.346341463	 47.4916995122	 462.653658537	420.4092	 797.0
25.5	 402.891196098	 367.229268293	 47.3132039024	 461.770731707	450.2044	 829.0
26.0	 327.738091707	 537.112195122	 47.1347082927	 460.887804878	374.8728	 998.0
26.5	 325.248987317	 446.995121951	 46.9562126829	 460.004878049	372.2052	 907.0
27.0	 299.015482927	 277.87804878	 46.7777170732	 459.12195122	345.7932	 737.0
27.5	 276.373578537	 289.76097561	 46.5992214634	 458.23902439	322.9728	 748.0
28.0	 195.627674146	 161.643902439	 46.4207258537	 457.356097561	242.0484	 619.0
28.5	 282.063369756	 239.526829268	 46.2422302439	 456.473170732	328.3056	 696.0
29.0	 235.857065366	 222.409756098	 46.0637346341	 455.590243902	281.9208	 678.0
29.5	 250.137560976	 168.292682927	 45.8852390244	 454.707317073	296.0228	 623.0
30.0	 85.0340565854	 174.175609756	 45.7067434146	 453.824390244	130.7408	 628.0
30.5	 56.0317521951	 47.0585365854	 45.5282478049	 452.941463415	101.56	 500.0
31.0	 51.6970478049	 10.9414634146	 45.3497521951	 452.058536585	97.0468	 463.0
31.5	 116.721943415	 35.8243902439	 45.1712565854	 451.175609756	161.8932	 487.0
32.0	 35.1056390244	 43.7073170732	 44.9927609756	 450.292682927	80.0984	 494.0
32.5	 17.0785346341	 -1.40975609756	 44.8142653659	 449.409756098	61.8928	 448.0
33.0	 12.6674302439	 13.4731707317	 44.6357697561	 448.526829268	57.3032	 462.0
33.5	 -8.51287414634	 31.356097561	 44.4572741463	 447.643902439	35.9444	 479.0
34.0	 10.5632214634	 48.2390243902	 44.2787785366	 446.76097561	54.842	 495.0
34.5	 -12.4638829268	 3.12195121951	 44.1002829268	 445.87804878	31.6364	 449.0
35.0	 59.6882126829	 -69.9951219512	 43.9217873171	 444.995121951	103.61	 375.0
35.5	 22.0979082927	 -27.112195122	 43.7432917073	 444.112195122	65.8412	 417.0
36.0	 0.481603902439	 -19.2292682927	 43.5647960976	 443.229268293	44.0464	 424.0
36.5	 -17.3391004878	 59.6536585366	 43.3863004878	 442.346341463	26.0472	 502.0
37.0	 7.42859512195	 7.53658536585	 43.207804878	 441.463414634	50.6364	 449.0
37.5	 -18.2133092683	 19.4195121951	 43.0293092683	 440.580487805	24.816	 460.0
38.0	 -37.8552136585	 31.3024390244	 42.8508136585	 439.697560976	4.9956	 471.0
38.5	 6.70848195122	 89.1853658537	 42.6723180488	 438.814634146	49.3808	 528.0
39.0	 4.68057756098	 -33.9317073171	 42.493822439	 437.931707317	47.1744	 404.0
39.5	 -8.60212682927	 -0.0487804878048	 42.3153268293	 437.048780488	33.7132	 437.0
40.0	 11.3451687805	 -41.1658536585	 42.1368312195	 436.165853659	53.482	 395.0
40.5	 -16.8095356098	 -27.2829268293	 41.9583356098	 435.282926829	25.1488	 408.0
Actin association begins: 9.0
Actin association ends: 33.0
Length of actin association: 24.0
Cofilin association begins: 16.5
Cofilin association ends: 32.0
Length of cofilin association: 15.5
Delay between actin and cofilin association: 7.5
Maximum normalized actin intensity: 601.715118049
Maximum normalized cofilin intensity: 537.112195122
