Time	 Int488	 Int561	 Back488	 Back561	 Raw488	 Raw561
0.0	 -11.2923856321	 -0.852667373835	 53.62344	 185.4	48.326	 185.0
0.5	 11.0288457163	 -9.43175918845	 53.1777908197	 185.424590164	58.3516	 181.0
1.0	 43.2435766033	 18.2275123849	 52.7321416393	 185.449180328	73.0184	 194.0
1.5	 -37.2472659832	 3.25341526656	 52.286492459	 185.473770492	34.8132	 187.0
2.0	 3.76699220179	 -11.7206818518	 51.8408432787	 185.498360656	53.608	 180.0
2.5	 38.714522022	 5.28024754863	 51.3951940984	 185.52295082	69.5568	 188.0
3.0	 16.8718467426	 -13.9571864389	 50.949544918	 185.547540984	58.8644	 179.0
3.5	 32.5252192276	 20.0970904382	 50.5038957377	 185.572131148	65.762	 195.0
4.0	 -27.1409280878	 -1.27201198392	 50.0582465574	 185.596721311	37.326	 185.0
4.5	 38.9613622376	 -22.6411144061	 49.612597377	 185.621311475	67.89	 175.0
5.0	 45.5415011977	 13.5448309057	 49.1669481967	 185.645901639	70.5312	 192.0
5.5	 24.9010869154	 -27.0092874278	 48.7212990164	 185.670491803	60.4028	 173.0
6.0	 14.4824491106	 0.649984145629	 48.2756498361	 185.695081967	55.0696	 186.0
6.5	 1.49472450852	 13.3875766769	 47.8300006557	 185.719672131	48.5312	 192.0
7.0	 48.3028574987	 9.07182173146	 47.3843514754	 185.744262295	70.044	 190.0
7.5	 60.4577357489	 6.88773522061	 46.9387022951	 185.768852459	75.3004	 189.0
8.0	 121.14899892	 -1.691356594	 46.4930531148	 185.793442623	103.326	 185.0
8.5	 152.051474719	 -18.797122147	 46.0474039344	 185.818032787	117.3772	 177.0
9.0	 98.6166205713	 -14.5862033541	 45.6017547541	 185.842622951	91.8644	 179.0
9.5	 106.45359124	 -8.24361612655	 45.1561055738	 185.867213115	95.0952	 182.0
10.0	 77.1227910839	 -23.2177132449	 44.7104563934	 185.891803279	80.89	 175.0
10.5	 65.6656044178	 0.178221459285	 44.2648072131	 185.916393443	75.0696	 186.0
11.0	 25.5673206646	 2.25747181761	 43.8191580328	 185.940983607	55.8132	 187.0
11.5	 -8.6279468595	 -2.05828312782	 43.3735088525	 185.96557377	39.326	 185.0
12.0	 50.9701967382	 -6.37403807326	 42.9278596721	 185.990163934	66.8388	 183.0
12.5	 22.0222442327	 2.10021758883	 42.4822104918	 186.014754098	52.8132	 187.0
13.0	 22.4802314486	 -4.34720579119	 42.0365613115	 186.039344262	52.5824	 184.0
13.5	 46.9331312316	 -12.9262976058	 41.5909121311	 186.063934426	63.608	 180.0
14.0	 45.2594500129	 -19.3737209858	 41.1452629508	 186.08852459	62.3772	 177.0
14.5	 -24.7913332484	 -0.241123150798	 40.6996137705	 186.113114754	29.0696	 186.0
15.0	 8.57108792382	 14.6281378151	 40.2539645902	 186.137704918	44.2748	 193.0
15.5	 16.079781654	 -11.0043014763	 39.8083154098	 186.162295082	47.3516	 181.0
16.0	 141.705076012	 -6.79338268334	 39.3626662295	 186.186885246	105.8388	 183.0
16.5	 162.878617075	 -2.58246389043	 38.9170170492	 186.21147541	115.326	 185.0
17.0	 162.680903081	 10.1551286408	 38.4713678689	 186.236065574	114.7876	 191.0
17.5	 188.773482224	 -4.81896847754	 38.0257186885	 186.260655738	126.5824	 184.0
18.0	 182.727322712	 5.78695561915	 37.5800695082	 186.285245902	123.3004	 189.0
18.5	 425.758093108	 -15.582146803	 37.1344203279	 186.309836066	236.8644	 179.0
19.0	 366.966782518	 -7.10789114091	 36.6887711475	 186.33442623	208.8388	 183.0
19.5	 363.65342194	 -7.16030921717	 36.2431219672	 186.359016393	206.8388	 183.0
20.0	 302.785013627	 -7.21272729343	 35.7974727869	 186.383606557	177.8388	 183.0
20.5	 270.065713327	 7.65653367243	 35.3518236066	 186.408196721	162.044	 190.0
21.0	 326.056221266	 -15.8442371843	 34.9061744262	 186.432786885	187.8644	 179.0
21.5	 300.825045843	 -5.23831308762	 34.4605252459	 186.457377049	175.5824	 184.0
22.0	 312.925353382	 1.10427413989	 34.0148760656	 186.481967213	180.8132	 187.0
22.5	 421.005311188	 -1.07981237096	 33.5692268852	 186.506557377	231.0696	 186.0
23.0	 450.650955278	 11.6577801603	 33.1235777049	 186.531147541	244.5312	 192.0
23.5	 469.80196933	 -1.18464852348	 32.6779285246	 186.555737705	253.0696	 186.0
24.0	 446.101331843	 20.0796177461	 32.2322793443	 186.580327869	241.5056	 196.0
24.5	 429.123123932	 -9.81615841436	 31.7866301639	 186.604918033	233.0952	 182.0
25.0	 573.332303703	 5.0531025515	 31.3409809836	 186.629508197	300.3004	 189.0
25.5	 381.339001307	 9.26402134442	 30.8953318033	 186.654098361	209.7876	 191.0
26.0	 425.687188924	 -27.0267601198	 30.449682623	 186.678688525	230.1464	 174.0
26.5	 544.808336554	 -5.76249385022	 30.0040334426	 186.703278689	285.5824	 184.0
27.0	 449.177532078	 13.3701039848	 29.5583842623	 186.727868852	240.2748	 193.0
27.5	 600.0	 -5.86733000274	 29.112735082	 186.752459016	310.5824	 184.0
28.0	 500.761559865	 -5.91974807901	 28.6670859016	 186.77704918	263.5824	 184.0
28.5	 435.684385395	 -14.4988398936	 28.2214367213	 186.801639344	232.608	 180.0
29.0	 543.491489642	 25.9504422873	 27.775787541	 186.826229508	282.7364	 199.0
29.5	 396.372365797	 13.1080136035	 27.3301383607	 186.850819672	213.2748	 193.0
30.0	 324.900186023	 4.5289217889	 26.8844891803	 186.875409836	179.3004	 189.0
30.5	 464.517751986	 -12.5768437641	 26.43884	 186.9	244.3516	 181.0
31.0	 344.345475156	 10.8190909401	 25.9931908197	 186.924590164	187.5312	 192.0
31.5	 438.050313707	 6.5033359947	 25.5475416393	 186.949180328	231.044	 190.0
32.0	 419.377855724	 -8.47076112368	 25.101892459	 186.973770492	221.8388	 183.0
32.5	 503.408330251	 0.00349453841734	 24.6562432787	 186.998360656	260.8132	 187.0
33.0	 472.984410522	 -10.7072657108	 24.2105940984	 187.02295082	246.0952	 182.0
33.5	 331.550020058	 4.16199525507	 23.764944918	 187.047540984	179.3004	 189.0
34.0	 318.234018517	 -15.0754387325	 23.3192957377	 187.072131148	172.608	 180.0
34.5	 315.959206799	 -10.8645199396	 22.8736465574	 187.096721311	171.0952	 182.0
35.0	 334.946508716	 1.8730725917	 22.427997377	 187.121311475	179.5568	 188.0
35.5	 274.679230902	 -8.8376876575	 21.9823481967	 187.145901639	150.8388	 183.0
36.0	 253.547680213	 27.3482576542	 21.5366990164	 187.170491803	140.48	 200.0
36.5	 276.087194409	 -15.3375291138	 21.0910498361	 187.195081967	150.608	 180.0
37.0	 171.328585695	 14.4534108942	 20.6454006557	 187.219672131	101.0184	 194.0
37.5	 262.409766737	 3.74265064499	 20.1997514754	 187.244262295	143.3004	 189.0
38.0	 246.360966263	 -4.83644116962	 19.7541022951	 187.268852459	135.326	 185.0
38.5	 253.542235722	 20.6911619692	 19.3084531148	 187.293442623	138.2492	 197.0
39.0	 226.99880521	 -13.4679510605	 18.8628039344	 187.318032787	125.3516	 181.0
39.5	 263.039454604	 -0.730358529228	 18.4171547541	 187.342622951	141.8132	 187.0
40.0	 208.566051595	 -0.782776605488	 17.9715055738	 187.367213115	115.8132	 187.0
40.5	 205.36183244	 -17.8885421585	 17.5258563934	 187.391803279	113.8644	 179.0
41.0	 147.828206227	 43.8774243684	 17.0802072131	 187.416393443	86.4288	 208.0
41.5	 160.747927111	 5.4549744695	 16.6345580328	 187.440983607	92.044	 190.0
42.0	 144.699126637	 -3.12411734512	 16.1889088525	 187.46557377	84.0696	 186.0
42.5	 156.854004887	 -5.30820385597	 15.7432596721	 187.490163934	89.326	 185.0
43.0	 150.261285589	 7.4293886753	 15.2976104918	 187.514754098	85.7876	 191.0
43.5	 161.486756402	 -16.0713821814	 14.8519613115	 187.539344262	90.608	 180.0
44.0	 139.863216637	 13.7195578265	 14.4063121311	 187.563934426	80.0184	 194.0
44.5	 74.2940530931	 -1.25453929183	 13.9606629508	 187.58852459	48.8132	 187.0
45.0	 74.6428988851	 9.35138480485	 13.5150137705	 187.613114754	48.5312	 192.0
45.5	 107.07591262	 2.90396142482	 13.0693645902	 187.637704918	63.3004	 189.0
46.0	 17.0198474336	 -16.3334725627	 12.6237154098	 187.662295082	20.608	 180.0
46.5	 66.8890562959	 0.667456837715	 12.1780662295	 187.686885246	43.5568	 188.0
