x	actin	actin sem	cofilin	cofilin sem	
-0.0	36.9118039233	4.37556490093	-15.5955300701	11.522063146	
-0.5	57.4052642305	11.8441648349	74.2525093766	19.3896414153	
-1.0	78.6393354422	15.0576787086	86.3526148199	20.2121248133	
-1.5	102.573396575	18.8217943444	121.189998728	27.686640398	
-2.0	111.335259186	21.3428027586	139.944585725	26.5701162118	
-2.5	103.529037824	19.7680084297	148.809828764	36.5797701507	
-3.0	122.139370835	23.620464282	164.121565177	37.5442972725	
-3.5	133.614431115	24.7263026576	192.965660037	46.7055913827	
-4.0	156.46061221	22.5007007337	192.976740472	40.5704420837	
-4.5	149.12157361	23.8425201049	202.351120044	44.4897468523	
-5.0	161.656578411	24.3512178593	201.842467428	44.1967577243	
-5.5	187.295140571	27.2936691144	193.93511971	41.195093232	
-6.0	179.148788572	24.9031741035	235.055507922	48.3056716703	
-6.5	191.027102219	27.6480481279	234.524612644	46.0759344894	
-7.0	196.167768919	24.1480211315	230.490192245	49.9395331394	
-7.5	194.598459035	26.8676065084	264.892410849	52.3004753785	
-8.0	211.996563239	25.2375845005	257.414736126	52.5290170864	
-8.5	228.510907884	28.4298683755	247.535336197	52.9283508495	
-9.0	217.491016788	26.5187812417	253.950305112	51.9974828302	
-9.5	231.598625372	29.3845062558	248.920643825	50.973742991	
-10.0	228.195343508	27.9268776962	256.526654636	61.0881749992	
-10.5	241.302345084	28.599244101	280.327149073	63.8078708199	
-11.0	236.591753526	26.5502645629	271.394367829	65.0393808361	
-11.5	247.655116369	29.7363179784	292.691328593	68.3247867314	
-12.0	280.315592345	31.6369810889	292.186631576	72.2132866573	
-12.5	291.509967954	30.0407287602	299.101493819	74.9983046298	
-13.0	264.33142941	29.7901915418	300.099493692	70.7323469564	
-13.5	295.134259575	30.448846445	281.003397447	68.1856628083	
-14.0	288.604610434	29.5649298534	300.234712257	75.392862382	
-14.5	280.631319714	27.4437264943	305.273824758	70.5971910046	
-15.0	297.622585072	28.5269297536	300.543229897	70.5157951996	
-15.5	307.287819158	26.6070151534	301.693571982	66.5427720532	
-16.0	300.748093547	28.1088238411	295.676519499	66.0152098183	
-16.5	315.216734981	27.5139067015	298.510765029	68.8644702354	
-17.0	317.399494005	27.3661952271	300.298983549	66.0759035371	
-17.5	311.707466763	24.1792883978	296.90615111	61.6121454619	
-18.0	338.453152317	26.2719549622	281.589214302	61.9685353189	
-18.5	337.220725189	27.0256316726	282.974044759	57.573904802	
-19.0	331.670711339	30.4889175897	287.939975241	62.7591190456	
-19.5	332.533165296	30.6261436628	276.187751287	58.467746457	
-20.0	353.150671458	28.7832375788	288.840594624	64.5839404315	
-20.5	348.212598068	29.4980666311	295.511663634	70.6279548763	
-21.0	355.218990987	27.6990677649	291.847804785	64.6808333726	
-21.5	373.730087127	26.019954843	316.792769349	66.3030688157	
-22.0	372.361851197	27.2606416978	307.444963833	68.8862765509	
-22.5	373.550721691	25.5879012485	306.955880932	64.5805574049	
-23.0	386.120128924	25.4039109031	299.114510285	59.9223853568	
-23.5	381.084883584	24.6151830071	304.736940001	66.5779941861	
-24.0	375.832553688	24.6894853693	298.209780564	63.0120504377	
-24.5	368.087201463	22.4073555203	297.179996186	64.0092861316	
-25.0	380.288072344	22.9925532353	297.324328804	63.2547334468	
-25.5	375.099991156	22.0401011266	289.045809397	62.2436069334	
-26.0	385.666033581	26.1136875844	281.821615373	60.8015233089	
-26.5	365.364197947	28.1595289491	274.03789818	63.0673151458	
-27.0	372.463558331	25.1008691201	271.267877263	62.4936289618	
-27.5	378.827185818	25.6538740669	265.480273749	58.9297729806	
-28.0	367.086991426	25.9140273115	262.791767583	58.4742388423	
-28.5	374.871571838	25.7638653979	244.477357456	52.3901216026	
-29.0	366.726546979	24.904418717	252.287417377	57.6582109699	
-29.5	356.757675559	26.5452756328	248.864467568	57.7569889798	
-30.0	351.293340367	26.0962344689	231.383656461	55.3015943059	
-30.5	363.46917545	27.2367887567	228.701544664	51.6282793565	
-31.0	350.117635824	26.0801856321	218.24572964	55.3346058652	
-31.5	366.458741223	25.8862493553	214.729721963	51.5267868322	
-32.0	355.008936361	26.7188113757	213.11986466	50.1821098754	
-32.5	360.282997697	23.1997224379	218.601997932	52.9508557951	
-33.0	376.963587149	23.5821912475	202.145625409	50.8264960959	
-33.5	364.242866213	24.4451108424	191.140575529	48.2143421417	
-34.0	396.289805199	23.3910789477	227.304867888	54.7098145828	
-34.5	373.703335899	24.1015523407	209.95930819	51.5419871371	
-35.0	377.382001368	25.6218799351	212.181681603	53.3821893489	
-35.5	370.325026468	25.483542817	200.508987576	52.4623465493	
-36.0	358.576328767	27.5268314471	206.831327323	52.0138300413	
-36.5	364.304968838	28.6362201428	199.493121977	49.913700497	
-37.0	357.801822015	29.2053552656	187.381314907	52.0206929436	
-37.5	345.389485523	28.1254730659	186.163928655	53.4038677595	
-38.0	353.314873518	30.6770352845	182.664940706	52.2465347989	
-38.5	340.464846072	32.2774307341	179.256933581	52.7625063696	
-39.0	359.248517147	32.3706124758	188.036763088	60.6623551527	
-39.5	367.479070538	29.2107385473	183.744948158	58.4074644287	
-40.0	359.340402053	27.1599293423	186.718790028	59.4512086916	
-40.5	366.525191824	32.2409945212	169.255913659	54.3534177186	
-41.0	367.081346911	27.160446261	190.960764719	58.8192096643	
-41.5	358.758998993	29.7457257376	179.497976319	56.3034390079	
-42.0	351.650339631	31.9736976858	172.417753541	50.1497508567	
-42.5	374.055142017	31.3011838797	175.042294247	56.8534395049	
-43.0	348.612781889	31.339449851	175.207997602	56.4224259985	
-43.5	357.023559595	32.6008993315	183.499436717	56.6372344598	
-44.0	355.756947518	35.7337244535	163.263522871	58.366921599	
-44.5	348.559714022	35.189599627	170.278034163	53.4451410313	
-45.0	342.208781627	37.3811772519	173.351782332	50.6474377686	
-45.5	337.740946287	33.4254660886	187.128761186	55.5916529572	
-46.0	350.085055842	38.0620857055	174.833502338	62.65461636	
-46.5	356.130274166	35.3480788476	185.879221029	54.8165562909	
-47.0	361.412475358	35.9807975143	186.174789537	52.7569574777	
-47.5	350.97135453	38.074951796	186.098457459	53.7988482222	
-48.0	335.022916002	35.4932661277	172.701931119	52.1011774037	
-48.5	333.255684668	40.0191956719	173.161492366	46.729220315	
-49.0	335.774165891	37.401489077	181.781441126	53.5334667113	
-49.5	313.880537326	39.1956282594	157.062266489	53.6340723682	
-50.0	343.750906238	42.6001217343	158.066520017	53.2353748595	
-50.5	330.133702964	41.6871470345	157.566967408	51.9955108903	
-51.0	320.649239955	37.3352017062	178.151651089	56.9838801875	
-51.5	324.632049223	44.1359071015	161.438072367	52.9717179605	
-52.0	333.443322329	38.1342939747	176.939389685	57.025271953	
-52.5	346.110698243	43.9140891386	179.442565343	60.5528100685	
-53.0	341.427476814	43.8523606028	177.861770911	57.5510969004	
-53.5	310.718395693	39.9636619312	173.028654974	59.0302531871	
-54.0	318.859137873	41.9273020184	166.997740467	52.9393664557	
-54.5	327.13587327	39.6986270525	157.456731833	52.0477358699	
-55.0	323.534753588	45.4916686826	185.96637679	58.0857431382	
-55.5	342.168078317	45.0181766792	161.934789146	52.1725725547	
-56.0	320.169726614	44.43297453	172.798955045	57.1950666206	
-56.5	305.37977371	40.6929723678	167.695849421	53.564374221	
-57.0	288.665706395	43.7332554753	166.30939391	55.2362238111	
-57.5	304.428425341	43.3537582661	181.590574753	57.1775471256	
-58.0	318.804444695	45.4908167513	177.094559551	55.2299736364	
-58.5	296.146914686	41.6101069347	169.064211673	50.193334618	
-59.0	294.98371377	44.9689108572	155.328331461	46.9499096503	
-59.5	300.399353911	38.2622977117	154.615184953	45.9983377279	
-60.0	302.233361579	39.6732498813	154.273509711	46.3400685808	
-60.5	319.208928092	46.8908219892	131.314406047	35.2778120783	
-61.0	281.67595731	44.2907028646	157.066076609	47.3971588939	
-61.5	303.659980196	46.7558807917	140.27560218	42.487795061	
-62.0	268.961915521	45.2741685028	146.244526389	37.3473071591	
-62.5	289.581852644	46.6883016224	129.851308835	38.9708261489	
-63.0	279.183931904	46.0122777388	140.726891556	43.5626878873	
-63.5	260.209199234	44.8434611543	127.322876618	36.2177356778	
-64.0	264.490858565	48.6382427695	138.796940605	39.8053743149	
-64.5	259.454988646	47.8569407521	119.540980599	35.2929776286	
-65.0	268.790614979	50.4787118579	121.698274133	34.3348512871	
-65.5	251.398196414	49.7479752019	123.399709682	34.136416401	
-66.0	268.06674448	52.4665472595	131.739361399	33.892415303	
-66.5	283.53984526	52.5110778756	130.866646927	33.4172841139	
-67.0	267.259926955	53.7347956134	130.504677477	31.8401272061	
-67.5	307.055517723	52.1778484401	144.691347479	32.157690693	
-68.0	305.261417343	56.0080824525	141.509720942	36.8244234275	
-68.5	316.266292965	54.6333347172	141.856952101	34.4191693154	
-69.0	308.851832058	52.9653834832	142.525723579	30.6679617259	
-69.5	308.403525197	51.7503169541	128.460411757	34.0150045123	
-70.0	282.583784319	53.0335687476	137.346176747	32.3191000484	
-70.5	307.567723634	47.5110235391	128.956351076	33.8020226755	
-71.0	319.025262757	44.4698082145	118.346788407	31.6380404968	
-71.5	302.186482174	44.8343673756	110.847959265	28.8571956235	
-72.0	292.650147803	46.427705789	95.6197020753	26.5002766565	
-72.5	295.785597394	41.220235232	101.555792588	27.8352564195	
-73.0	285.611835506	43.7377220549	101.081945198	27.8952803234	
-73.5	270.850227636	47.1932304134	91.3725839265	26.5455410708	
-74.0	265.108778593	37.3524581192	90.3683326613	24.6597013986	
-74.5	257.405439961	48.2499148315	81.7870663077	21.6688697066	
-75.0	257.026882006	45.812260779	92.6168038392	28.0270798669	
-75.5	238.509510717	48.5607620371	71.1176844987	22.7640884921	
-76.0	260.551501136	53.6876077056	83.1173782545	27.9829578061	
-76.5	261.25922211	47.5314675486	67.2602586708	30.7425459615	
-77.0	247.2120438	48.0286033329	98.534400984	34.8140867169	
-77.5	251.289247446	41.2015448717	80.0314946461	29.3431363601	
-78.0	247.059997463	49.4879020776	62.1014520392	30.3756097112	
-78.5	250.844806041	51.313472535	80.8058279859	28.3900268912	
-79.0	241.187035773	55.6185970254	60.2684253709	34.0251930216	
-79.5	243.719543904	48.1383710525	60.0748285478	28.7308948419	
-80.0	229.852951083	55.5972968575	58.3760114349	34.6292084816	
-80.5	262.45302789	59.6948476162	72.069124557	35.5375318293	
-81.0	278.208628302	56.4155513705	82.2517312155	42.053706159	
-81.5	275.809139632	61.2599799598	96.0496401173	35.9219023719	
-82.0	274.473715508	53.968995224	75.3036263514	39.902889118	
-82.5	262.415305139	52.6636798032	80.2685585416	28.9303527304	
-83.0	256.516778935	58.1313647313	70.3250230687	28.3093389101	
-83.5	264.967562518	56.6559235127	75.8250422711	23.9108908853	
-84.0	259.203539999	51.0257367155	57.4723125212	29.1084194342	
-84.5	255.86296899	60.6466926901	63.5795492486	29.1926457646	
-85.0	267.134927085	61.1986110092	63.939375172	28.765408465	
