x	actin	actin sem	cofilin	cofilin sem	
-0.0	26.166043553	5.37911051285	-3.85400415945	5.94526895469	
-0.5	72.6368770164	18.4608772836	54.6476301522	13.5958557145	
-1.0	98.9142144347	24.6008178654	43.1749652723	12.3672336448	
-1.5	105.843763857	25.8473408915	69.8449461954	18.7638365103	
-2.0	129.908927772	26.3897410821	75.5918361084	18.200102659	
-2.5	133.777332409	24.9561394024	75.9517715143	19.7657492647	
-3.0	154.18972567	26.6770384265	87.9657593392	22.7691946481	
-3.5	171.773355317	33.2555739709	102.422918862	27.3700466042	
-4.0	161.910398646	25.9136608423	103.550579091	26.4092059062	
-4.5	162.145106454	25.1693123072	97.8921201102	22.0815388629	
-5.0	166.937503148	25.5990081398	89.8387859844	21.858928151	
-5.5	180.238136036	27.2115169437	125.736364778	31.1981334335	
-6.0	184.376222616	27.1930839454	130.68817213	31.232119609	
-6.5	187.648199504	23.628373576	138.849797419	38.5024107215	
-7.0	214.018503487	28.5516497059	103.752043326	22.8834223306	
-7.5	228.72253263	28.0713304915	125.651625825	32.0166120547	
-8.0	238.558164853	27.9217136281	142.384411141	32.9743667359	
-8.5	243.65947069	26.9578477149	162.820841881	41.1347710053	
-9.0	267.684766428	27.9459986348	172.684672733	44.962798356	
-9.5	266.537603873	27.7007143359	167.994127115	45.7984565676	
-10.0	273.491120711	26.7983610179	164.837382256	46.0473144245	
-10.5	259.222794167	24.8317289961	151.815741237	36.8454533274	
-11.0	272.06422492	26.2748957911	188.316778797	54.4433843732	
-11.5	275.725488201	24.6874802842	163.175617131	44.0056002035	
-12.0	304.403135831	27.8517396584	162.66679383	40.6414573707	
-12.5	288.22783601	22.5255681941	156.066799766	33.6092688926	
-13.0	310.643348243	24.1241578389	167.63305513	43.9800971602	
-13.5	325.042217216	25.8557214888	166.379280621	37.7559005639	
-14.0	314.879158149	24.5167516831	150.098624468	34.563549995	
-14.5	321.171753301	23.6533900226	164.373046118	37.0606681435	
-15.0	299.897604846	22.7254301429	153.24856725	37.9814824825	
-15.5	294.797946351	20.0577032825	147.443378237	38.9496017228	
-16.0	318.29739431	19.9849588364	139.869144909	33.4707121648	
-16.5	308.300100632	20.2394251256	155.728354086	40.744665179	
-17.0	325.852981933	24.5890905247	133.085627034	26.4245886326	
-17.5	320.347154947	20.2546484586	136.658038476	30.5966704906	
-18.0	324.600346133	19.9120421956	128.218700598	28.4624358708	
-18.5	312.094292551	23.5311538524	134.032697554	29.8334506422	
-19.0	328.288177542	23.9617723227	129.491984761	29.5618809764	
-19.5	326.064684585	25.3639572498	145.782879688	42.9734678891	
-20.0	347.142788936	25.8390902204	164.070622894	50.8768519457	
-20.5	339.323661711	27.1815876124	157.080654859	50.6790453192	
-21.0	360.051730873	28.1989898019	133.481149228	30.8690937666	
-21.5	364.647368142	27.6621777853	132.482266289	28.73428319	
-22.0	377.677733562	24.1883975998	141.158713375	26.7665541422	
-22.5	376.804616964	25.499677986	132.571793937	26.7329922323	
-23.0	380.0116247	24.9977850965	143.742123037	29.815090707	
-23.5	391.597487767	26.0840131328	113.991733706	23.3738015551	
-24.0	408.605356847	22.6057005089	144.753367849	26.9504173969	
-24.5	409.639063932	24.3223070474	133.606498631	23.5238711693	
-25.0	423.218837594	22.8266013508	135.284494118	25.1489319589	
-25.5	425.925654731	24.1667895542	132.270089597	24.894472702	
-26.0	417.339188546	23.9895815548	140.560097732	24.5976882542	
-26.5	439.328207239	23.9055014146	123.633855789	25.468018758	
-27.0	439.428294734	24.8807237696	121.721886814	22.4619466545	
-27.5	438.578972153	21.4806640813	131.287739552	25.8889170986	
-28.0	431.855979027	23.2953654485	125.123243562	25.4262834083	
-28.5	435.054126983	25.0342052223	137.867990445	29.9973490506	
-29.0	436.706213969	25.785707639	123.137227473	25.3102682376	
-29.5	437.194600114	23.506247691	130.367409896	23.5317370969	
-30.0	430.004038048	26.922805447	120.275796082	23.0056399286	
-30.5	435.012161992	19.786424917	123.230421338	26.2151408604	
-31.0	444.649198922	18.8265658661	123.721335199	20.2114658519	
-31.5	455.001856132	22.0665662373	114.50109975	20.7521651992	
-32.0	437.294760025	22.5671639203	129.571148393	28.0143335945	
-32.5	438.887087606	25.3243441778	115.531952449	24.8060126431	
-33.0	439.787242186	24.8400023666	107.282538399	20.1183183645	
-33.5	437.797756824	22.1049111685	100.046728655	16.4801432847	
-34.0	422.078097845	21.1521272073	84.3425381133	14.5287457943	
-34.5	415.602917337	23.6672690185	91.8177373332	16.3724852783	
-35.0	418.468927427	22.1049324154	91.2853756094	18.9692433503	
-35.5	399.564685332	23.2435360488	75.0991529353	18.5424024716	
-36.0	400.677528456	25.534274923	84.9634954213	18.5255462289	
-36.5	394.1563332	25.9411214796	86.9298236085	19.2174078731	
-37.0	387.841742306	27.5860266269	88.0889407415	16.4932777697	
-37.5	380.595812281	30.6079916941	73.6073987898	20.6961786882	
-38.0	372.183210761	27.841228747	80.8591378076	19.7848227486	
-38.5	355.204865464	30.9024851347	75.9690660899	16.3569492796	
-39.0	343.36237907	27.9509746546	74.4645961975	15.188181472	
-39.5	352.966662146	29.6674512074	69.7890857615	18.0325507711	
-40.0	344.792275151	31.6526657491	65.8172587926	17.6095341897	
-40.5	323.211146887	32.1254612697	80.2465017068	19.4821666418	
-41.0	323.344836194	32.9954555163	76.2445328187	18.2992397132	
-41.5	321.131945461	31.5360788613	61.0530807414	17.4897231454	
-42.0	308.385206423	30.5451194422	58.4806621669	16.8827011165	
-42.5	300.957315797	33.3878127369	62.7504376957	15.0739125965	
-43.0	298.190850747	32.9316171513	54.830085228	11.6738745148	
-43.5	285.004834721	33.102793316	61.2254244332	16.4249740898	
-44.0	281.401782865	32.4026120786	40.4362662369	17.2665207918	
-44.5	278.975932492	32.9181871811	50.4997751002	13.2565775687	
-45.0	247.084496008	30.3680684353	45.9515309916	13.9009787949	
-45.5	282.10339225	34.0694203291	45.6415733176	15.5522935521	
-46.0	272.883906521	33.1017337	54.5606295918	18.120904762	
-46.5	273.769793713	33.6131141635	39.2515299597	13.0830500074	
-47.0	241.617108206	32.4268651994	43.950730728	13.4026003423	
-47.5	270.19505619	34.7388833686	46.2702092593	14.62953901	
-48.0	272.666943212	34.3790152422	27.1236647233	10.052106769	
-48.5	270.077392837	35.215787666	26.7783638185	6.04382496501	
-49.0	270.53783681	33.9929601808	44.5686092802	10.6780446045	
-49.5	258.660865813	37.6692993233	37.5322030822	13.8900720272	
-50.0	273.185277845	39.9769390608	39.867403849	14.259856298	
-50.5	263.136549055	40.263028512	34.4549507321	10.0125319841	
-51.0	251.699569725	34.8352637229	29.3338271118	11.6194816295	
-51.5	246.769447224	39.9990964042	25.3323251913	7.66089260781	
-52.0	236.865593799	40.377940405	31.8494382978	17.3436609598	
-52.5	207.28512105	38.922612598	20.7720364364	7.7507661438	
-53.0	218.264871308	40.2097673152	22.7487036147	18.7812804502	
-53.5	217.175548746	45.4602358617	22.4370881821	7.66049848996	
-54.0	223.101732798	43.7882353452	7.45845695411	8.33195716534	
-54.5	209.330044305	44.6470998263	22.6717694401	8.52879525439	
-55.0	207.267626492	46.7674073089	4.34416013789	8.08528450431	
-55.5	198.270177007	47.585671788	20.6531656953	7.64881025405	
-56.0	191.467858633	44.6882524407	10.2958930011	7.10187186808	
-56.5	186.588527166	47.5020247051	11.3000091837	7.28703875088	
-57.0	189.730043527	48.9587569706	11.1445734877	9.55352503835	
-57.5	195.285274815	49.4872791493	2.84396318588	12.2712945933	
-58.0	194.681965564	53.2356094018	-14.0699088558	9.41651584775	
-58.5	180.690342527	49.8281966828	-1.28145776527	13.9619563866	
-59.0	190.776338149	56.2607753461	-11.0097251248	13.327202083	
-59.5	191.171350376	61.3663634618	4.54856753046	3.3743292362	
-60.0	206.590955817	55.0340672014	5.51497192359	20.1795161269	
-60.5	230.073722906	57.0655321616	1.07754468685	6.64214354542	
-61.0	222.049364634	67.207780344	-7.96380633434	17.2959532405	
-61.5	197.318102939	66.6130578962	1.48778040829	9.77255189995	
-62.0	212.384162615	64.6823874575	-1.673379264	8.15086307551	
-62.5	199.289416417	55.9469053568	-6.25791931503	10.8646658789	
-63.0	179.768013967	65.7278462145	19.271261807	13.2425292491	
-63.5	173.437203389	69.6507568101	14.2618420424	9.84574047341	
-64.0	182.371498805	81.2857530519	-8.02637428358	9.66524574149	
-64.5	155.089118363	64.6336093127	-8.41855709821	6.23241743727	
-65.0	164.36489551	75.2431497324	10.250492507	4.23489698317	
-65.5	161.231025484	73.6197929013	11.1788948392	2.29889935754	
-66.0	151.58608217	77.2729310775	7.4888648486	4.13424977132	
-66.5	135.010556512	72.905976917	15.5690097929	3.64517514004	
-67.0	146.025705781	82.3612929499	4.47603655418	9.04431620567	
-67.5	143.042170107	81.63116446	-1.74794201287	1.60449035666	
-68.0	121.95314864	60.6314781498	-7.62055319882	4.30525004088	
-68.5	119.689359181	66.9233079401	-7.62469669854	3.84708658809	
-69.0	135.058997014	77.7818750735			
-69.5	122.395566146	76.8597717981			
-70.0	128.540170915	82.4779015737			
-70.5	104.751667574	67.2623322142			
-71.0	115.682416423	67.6954837759			
-71.5	95.1242559247	62.4288707456			
-72.0	79.4154498672	49.4361002504			
-72.5	60.3101742358	37.9065489873			
-73.0	91.2054381811	80.5273638181			
-73.5					
-74.0					
-74.5					
-75.0					
-75.5					
-76.0					
-76.5					
-77.0					
-77.5					
