x	actin	actin sem	cofilin	cofilin sem	
-0.0	34.2430830701	4.12145300011	1.04271436804	8.13588216689	
-0.5	63.7295656866	7.75454663336	122.492612649	22.6390837963	
-1.0	87.5889571881	9.33428950943	177.032508784	32.419621985	
-1.5	115.664933112	11.6402796769	202.649405732	38.4679789166	
-2.0	143.993944609	14.1383195015	221.628972003	40.7860543224	
-2.5	156.01218567	17.1771066076	228.822832369	40.8350067874	
-3.0	175.217102582	20.6114902532	250.965164514	44.3754075071	
-3.5	189.57420347	18.800675938	261.187368804	47.3312441001	
-4.0	214.542484891	19.3754473396	267.966395718	48.4318496406	
-4.5	245.044236251	19.0970967611	283.668878812	48.8045684141	
-5.0	256.968432628	19.8364911212	270.586843483	42.6388712341	
-5.5	258.210821517	20.1897405358	264.988639824	37.6235882163	
-6.0	296.319071272	19.3349031668	266.614873058	38.7852376766	
-6.5	322.704889335	20.2522239816	276.589363178	41.6649092019	
-7.0	325.144179367	19.6607411871	279.975850035	42.4224880737	
-7.5	349.06316154	20.775106748	254.899804274	35.9130690456	
-8.0	353.26120227	19.2466064249	259.351156696	39.1043726389	
-8.5	366.301908504	20.1395304418	255.914636606	37.8160243074	
-9.0	367.602889149	16.1824847355	245.405746633	33.5931336051	
-9.5	393.853635893	19.028767898	251.813222508	35.71085605	
-10.0	399.745082894	17.578935801	243.904782914	34.8536225881	
-10.5	380.069795359	18.9937462137	238.299369492	33.7559036011	
-11.0	403.88564476	18.2773106301	230.196719933	32.073480383	
-11.5	407.315812077	17.2512152008	229.923657753	33.1770005592	
-12.0	421.253489472	16.5497978202	211.972909013	29.2040911173	
-12.5	426.071506118	18.4587324545	207.623165483	31.3774571431	
-13.0	427.9294822	18.5633064962	198.769198516	29.6891507693	
-13.5	457.573391882	16.4385812575	187.02548584	29.6451452511	
-14.0	443.828290614	15.8886303466	182.57828044	29.7230893703	
-14.5	437.632410895	17.1443788437	187.116963247	28.5835020895	
-15.0	443.016672946	13.0439039547	176.511920128	26.9646432036	
-15.5	458.182992946	15.6900534173	151.24262367	21.8199507912	
-16.0	428.885248535	14.1279468629	161.131178708	27.0800453193	
-16.5	432.854953186	13.6528729169	147.52420736	26.2721221076	
-17.0	436.368466654	15.8069618063	150.837967469	25.2110896597	
-17.5	442.165827841	17.124937562	129.707255145	26.1299639712	
-18.0	420.981956462	17.7250144735	119.849016825	21.8707360426	
-18.5	412.169363925	18.2333718942	123.43838091	22.0528999476	
-19.0	407.07925702	18.894029146	116.49334737	19.4925251799	
-19.5	382.691205166	19.6386292579	103.611767429	19.4901773261	
-20.0	378.42332589	18.4436819712	94.4474526085	18.8889206648	
-20.5	354.875619882	20.6404873897	84.1469269411	15.0919024161	
-21.0	360.299793207	19.8201353069	88.0172077658	16.9700490779	
-21.5	337.55257323	19.535692057	78.881069648	16.2840959862	
-22.0	315.741558234	22.3045612973	73.7427015077	15.0347502417	
-22.5	317.278169278	23.03911367	73.2691666418	14.3149693985	
-23.0	291.381287832	22.4183112388	75.6190506858	16.2086757167	
-23.5	301.76835617	24.9244903868	48.4869284502	12.8196056269	
-24.0	269.609191798	23.7859294804	59.3252096377	12.9016050869	
-24.5	253.142054512	23.728947977	51.1077111834	13.860953662	
-25.0	270.831551763	25.9677278479	34.4246875733	12.1245420867	
-25.5	242.403238383	24.9267349626	45.483592414	13.6572003189	
-26.0	245.057402186	29.208420712	33.401667372	15.9044016195	
-26.5	231.26131016	26.0877828253	38.7727972867	13.1681628547	
-27.0	219.6652138	26.631911474	31.018836186	14.6539999288	
-27.5	250.053835364	29.782676563	28.2584422711	15.3980399092	
-28.0	234.199521638	28.5397964786	21.4047090067	20.0754084056	
-28.5	249.244962321	31.443603419	30.5343756237	23.0759603118	
-29.0	231.150046733	30.0141857753	31.7903837488	20.1254696599	
-29.5	230.222414968	34.8210595086	19.9013390603	20.7986760999	
-30.0	217.261923815	32.0828214139	29.5194911713	23.3166543007	
-30.5	221.807665009	37.4363408932	28.8853100632	19.5654071201	
-31.0	205.662848929	35.231727406	25.9497496436	21.7207186691	
-31.5	204.504636512	33.7582795645	39.1562072566	17.0694592486	
-32.0	223.487470164	41.3542961496	37.5871265035	19.5321442384	
-32.5	195.897674042	45.4263657869	32.9468856349	16.8080252801	
-33.0	182.286281181	41.617200464	23.1953663378	11.7612563488	
-33.5	193.24431278	49.2818376729	23.0451913199	14.8461477459	
-34.0	192.191887142	50.1093530474	14.0130727765	19.7277122001	
-34.5	177.090124978	48.8909713274	21.3713690242	12.0857147558	
-35.0	202.058256776	54.6793997898	22.2045841336	16.472584038	
-35.5	203.506314274	57.7634775453	12.3726861724	13.9853221899	
-36.0	206.85034591	61.705919166	14.4537760992	9.7556750831	
-36.5	206.504134492	52.7776523049	15.9230416972	15.1964728687	
-37.0	192.38671118	63.9179479816	30.5631413026	18.7630089331	
-37.5	190.360425189	64.1799849257	23.0954260243	8.45863323346	
-38.0	196.109943757	58.5047267969	13.7924206425	6.68853167959	
-38.5	213.385537165	72.9168317447	22.1633017402	7.42825884699	
-39.0	195.683563762	73.5881229812	27.9699959426	6.29778989754	
-39.5	171.633421354	65.5827197763	32.5261672599	11.8449771406	
-40.0	201.211897798	67.7177936429	34.3578355422	17.7998536477	
-40.5	190.036303586	71.9069229221	17.8660918614	11.9768961245	
-41.0	172.593281804	72.5470843754	2.86753792422	9.10710957116	
-41.5	206.285571085	94.9842100367	5.47117288247	11.6566933321	
-42.0	241.608153544	107.711304573	-20.8934161029	22.9771200707	
-42.5	227.725971553	100.18875817	-29.1326077141	31.4795660099	
-43.0	250.155009639	105.863591753	-14.1194778008	11.9586765084	
-43.5	251.005439235	104.449307693	-19.1657654263	25.9262432668	
-44.0	251.212274768	100.495769442	-5.12652268356	21.0628147262	
-44.5	259.819506706	128.762492835			
-45.0	262.509522931	145.244100158			
-45.5	287.455591642	139.4123846			
-46.0	193.835660214	171.604861744			
-46.5					
-47.0					
-47.5					
-48.0					
-48.5					
-49.0					
-49.5					
-50.0					
-50.5					
-51.0					
-51.5					
-52.0					
-52.5					
-53.0					
-53.5					
-54.0					
-54.5					
-55.0					
-55.5					
-56.0					
-56.5					
-57.0					
-57.5					
-58.0					
-58.5					
-59.0					
-59.5					
-60.0					
-60.5					
-61.0					
-61.5					
-62.0					
-62.5					
-63.0					
-63.5					
-64.0					
-64.5					
-65.0					
-65.5					
					
