x	actin	actin sem	cofilin	cofilin sem	
-0.0	29.7046015835	6.21509612519	61.8651681832	81.5351026565	
-0.5	49.1180703087	11.0985866902	337.057530355	155.163824445	
-1.0	70.2679347148	20.6747553984	376.08964723	157.526694448	
-1.5	94.5598923938	22.8068088725	325.831240878	128.228596712	
-2.0	114.627857952	20.9028310044	375.665223756	145.019382369	
-2.5	134.36822825	25.1630352804	394.440046569	133.965903377	
-3.0	170.981055996	28.6976871074	394.055424607	128.848920715	
-3.5	161.654922573	25.2537188855	419.925972576	136.926129604	
-4.0	177.447525971	25.4471092686	445.109468856	146.366602587	
-4.5	206.445075922	27.7162156898	422.753120631	133.058647083	
-5.0	230.157962684	32.2620383597	439.162761733	121.275398484	
-5.5	210.044483312	29.457951919	429.472169189	128.367739148	
-6.0	229.65728071	28.5031406905	426.598092831	111.024136119	
-6.5	261.281043634	29.5435876146	441.373010286	117.982536382	
-7.0	272.308724825	31.7090471802	425.294987549	111.261709206	
-7.5	282.293011468	32.076057401	432.694463494	113.555062191	
-8.0	303.863807634	33.3602357623	423.95797363	115.296498145	
-8.5	306.314392753	30.1628684787	405.130192693	105.540814119	
-9.0	290.145128998	25.7309785965	395.957533875	104.165093618	
-9.5	297.932736387	29.028843774	410.706090743	112.027097465	
-10.0	326.040993638	32.6140953623	328.405619493	81.6114115164	
-10.5	332.400208597	33.0078961882	333.989668882	90.9291024237	
-11.0	336.707300109	26.874799674	316.614661679	81.433350343	
-11.5	344.794294281	25.3340885691	333.976407247	88.5754120333	
-12.0	352.252387279	24.9312675517	324.146174332	82.9222713317	
-12.5	353.780964494	20.2064285011	327.726287608	87.8596873542	
-13.0	363.567963576	24.8595674445	313.811906495	75.7623867403	
-13.5	385.131011392	25.4784251964	298.811680105	72.0774115661	
-14.0	375.065814254	24.551408843	320.556460256	79.090010737	
-14.5	390.967057925	27.5927378329	318.374252501	77.4506544371	
-15.0	392.692265938	22.6144308579	305.655797368	72.7966184784	
-15.5	413.941238218	28.1474188675	294.642107839	69.2082122063	
-16.0	413.368614409	25.4783800578	270.776369778	60.2566455556	
-16.5	412.050859575	28.0999512715	276.645612226	62.299903828	
-17.0	385.546785569	24.520286613	262.650449218	61.7863434535	
-17.5	397.511031565	26.6682099851	230.853545502	55.7020969402	
-18.0	379.728092228	28.2563124847	233.833267059	52.5918823101	
-18.5	379.676531711	26.7121919946	210.202473665	55.4376834883	
-19.0	374.24105825	28.6608419646	191.377771284	50.2361710163	
-19.5	379.375281565	30.2641998321	170.137874681	39.5286266743	
-20.0	360.173404258	27.6688942406	143.650451273	37.9909824363	
-20.5	355.126040905	28.2733241549	157.771609112	37.6378062398	
-21.0	359.148182837	27.651996351	161.134514634	39.5441471698	
-21.5	349.527665796	28.3499635176	143.813402701	38.0055928118	
-22.0	348.438236791	29.5012130372	125.729956552	32.4983242133	
-22.5	348.370621203	30.9298549931	120.73209819	37.376544466	
-23.0	336.218147855	29.3766805683	122.268360193	35.032332003	
-23.5	327.544902374	31.5298511473	107.550016755	32.9504854665	
-24.0	347.597164907	34.8862297798	95.5749622219	25.3433316229	
-24.5	333.223605166	31.8373528827	85.8906916734	27.9493269249	
-25.0	309.476480119	30.9375490984	98.0658276527	30.6229839831	
-25.5	329.018733904	33.1967673318	81.7712240695	24.433063133	
-26.0	306.311044383	35.607005457	91.3436886455	26.7799364224	
-26.5	297.998776916	37.6951084163	76.6129923215	25.9089165624	
-27.0	314.244013223	34.72798946	71.1202116146	36.6198567825	
-27.5	302.150139201	37.3921412637	65.9401505957	30.4397041845	
-28.0	328.326374542	35.4846567282	87.9096684728	35.1486874166	
-28.5	319.564937854	40.6753666017	60.8554694542	40.9505571109	
-29.0	301.283079769	37.5944582746	68.0500813911	26.5711627896	
-29.5	271.096124986	37.7381235347	54.8734811254	34.4061323985	
-30.0	263.71696528	36.6263467978	52.1127185251	25.1771367037	
-30.5	270.793472914	42.0438383933	31.381672809	27.9804133657	
-31.0	252.047340086	40.7123431001	48.6806403642	30.2613419007	
-31.5	253.408362649	44.2354548478	65.8293360012	24.7968056775	
