x	actin	actin sem	cofilin	cofilin sem	
-0.0	26.4633438632	3.73049025066	6.21624690472	7.74134146989	
-0.5	64.6037352052	10.4907435806	154.189958226	34.7891977638	
-1.0	75.292347606	12.207839225	176.735968592	38.5534147118	
-1.5	88.3165238511	13.1831263524	185.065565001	37.0845942332	
-2.0	107.384835703	15.1173302052	183.454598437	36.7519743736	
-2.5	126.643840852	17.624078242	211.067847207	39.2027841424	
-3.0	147.604313671	20.2638976695	216.472857948	40.2519413524	
-3.5	158.869677967	23.1714536655	218.189557675	37.2624161875	
-4.0	161.545276689	20.4897250509	204.326745548	35.1350861521	
-4.5	199.824438174	22.2470065042	234.665795152	40.7119053224	
-5.0	220.644365729	22.8116972094	229.512978643	35.9113201379	
-5.5	237.541179064	21.8799093436	228.557025102	34.0732359296	
-6.0	243.722039928	20.5410577074	234.353555305	33.2230230727	
-6.5	237.060317337	23.1234491616	234.319903254	35.69755909	
-7.0	281.985863113	23.8061070735	231.381265353	33.7622985333	
-7.5	309.085997542	23.687455287	221.009480398	31.2486321461	
-8.0	308.308909742	23.3868216411	215.113963213	31.8013375537	
-8.5	324.126079705	22.0843530292	232.910404227	33.6850330596	
-9.0	339.392739852	23.7308139231	227.563201585	31.6014828085	
-9.5	346.135576298	22.61768537	230.393625133	34.8622106014	
-10.0	361.955020237	21.5037247401	222.293613712	30.3617703256	
-10.5	366.885239416	18.3187599961	231.720591639	34.1898668624	
-11.0	395.124496197	20.2845529704	232.715299348	34.4701080794	
-11.5	387.101733218	20.8226407325	220.590950398	32.5230146054	
-12.0	405.955376042	19.9804279358	215.911301324	32.3311781862	
-12.5	409.992084843	20.2741135136	216.147351187	30.8641065481	
-13.0	404.392312549	19.7721202869	215.029667514	29.6142720196	
-13.5	405.297969921	18.232641829	204.268800688	31.1845336239	
-14.0	411.546141478	18.0654119072	195.961965515	31.9119655619	
-14.5	406.023302565	18.6153520396	202.046343183	35.0723192609	
-15.0	397.478979614	20.0564196779	193.878668282	36.1438588597	
-15.5	399.917174664	19.4575758684	181.899043556	31.6551453051	
-16.0	425.944897437	17.6988034471	182.751270807	35.7046228175	
-16.5	412.07705116	19.91290865	180.136022282	36.0403711173	
-17.0	410.484337304	16.1710629662	173.091692926	37.303407322	
-17.5	417.187232058	18.7811119485	174.548905298	37.1767308773	
-18.0	400.273885855	16.2753753256	170.32685234	34.4682072477	
-18.5	395.519767157	19.2155862592	160.778693426	31.9615764605	
-19.0	376.289141142	16.8479587524	155.581001627	29.1484067777	
-19.5	379.038496705	20.5258365499	154.141446907	32.3441368599	
-20.0	377.118212776	19.6425425665	137.978491874	30.4717458047	
-20.5	347.008789686	21.9435392475	129.68995583	31.3932295282	
-21.0	337.843193468	21.6643541674	124.897483933	30.8447247272	
-21.5	331.922108649	24.5704958944	120.667555284	33.8328628406	
-22.0	313.544865011	23.6550993125	110.459880373	31.7861618908	
-22.5	318.122124122	25.7543841691	115.346578427	28.5389942807	
-23.0	307.36226327	27.7395065632	109.386116436	27.3033154103	
-23.5	290.030090019	26.8865738888	111.347112613	29.3795450488	
-24.0	293.766089454	28.5815215929	105.412230233	25.5894307402	
-24.5	292.334038559	26.4935692074	112.61038912	33.3880936311	
-25.0	308.584603008	25.5141159501	109.939938068	35.3656060563	
-25.5	287.188133274	28.5642772698	98.0400435306	30.0032848565	
-26.0	283.318577797	26.8521311656	85.0498032663	32.6996698723	
-26.5	278.148306306	31.1863293139	89.2717413536	31.7978754134	
-27.0	273.066528508	31.6783694775	77.2604166183	29.7083939614	
-27.5	264.886514684	33.1032797117	88.5148616132	29.005249352	
-28.0	250.225941117	31.5507993427	92.8543504261	27.8414315334	
-28.5	263.607806228	35.5180866378	75.5287207507	25.8892492336	
-29.0	247.523781849	32.5296823228	72.5158629151	30.9718033347	
-29.5	242.498383702	33.0396821478	62.617204801	24.4410555195	
-30.0	248.16308871	35.4910032836	73.0788063345	33.9559459691	
-30.5	254.084975944	35.6608565542	81.8339412499	31.9875587519	
-31.0	254.283458706	36.2564975931	66.7221258329	30.5713844553	
-31.5	258.117495054	36.9781725626	69.2930965394	31.8605348817	
-32.0	242.405733337	38.0667828205	65.9087320205	29.468041035	
-32.5	224.816475968	39.3389760715	71.1676716931	32.7417898653	
-33.0	217.595197718	36.8247920409	63.1786946322	27.9091619985	
-33.5	212.951041748	36.0219281268	50.9645087815	22.7662333667	
-34.0	209.160928224	38.8688373498	59.1514343385	35.275285435	
-34.5	187.003081901	37.2326250335	65.7413118273	32.562267565	
-35.0	210.89216301	42.6557548088	50.2331031299	26.0976502338	
-35.5	212.076932127	44.2680962651	56.0818392669	41.2792951409	
-36.0	190.467124742	40.3819883115	69.5716860186	39.4502811884	
-36.5	212.89989481	46.3010057744	43.214683809	24.1460200127	
-37.0	228.370501415	54.3665094177	52.0754805172	25.7360901406	
-37.5	198.710704852	45.0782744103	57.3357722617	29.2870989014	
-38.0	216.953179781	51.3512453896	65.1237746671	35.476794211	
-38.5	210.496220941	51.5167108636	36.3916723192	22.2424319429	
-39.0	188.775300854	49.3309887114	55.3816369765	30.8426338056	
-39.5	176.965217305	50.0961515384	49.3057437523	36.7389483521	
-40.0	210.727239795	53.9912338056	48.4332703195	26.8331684528	
-40.5	215.16134731	59.4715141945	37.8263250731	27.401281906	
-41.0	217.322756307	53.7806160494	26.991846441	37.1215328406	
-41.5	250.05781964	58.9238160042	53.3197001384	46.0211968665	
-42.0	253.616953043	59.1161883222	26.2844342818	27.8922045116	
-42.5	255.110218934	65.537906758	4.58320166854	24.0959208463	
-43.0	240.29311889	67.5027320058	29.338154688	18.7704153126	
-43.5	236.664718241	66.0372289783	35.5524763649	20.9955764301	
-44.0	222.048036296	58.9967189717	17.9512071595	21.1034956319	
-44.5	226.799031296	63.3185165856	24.3735854587	16.0605425906	
-45.0	258.22695264	63.4648432358	17.1410365323	22.0286020824	
-45.5	258.778001885	71.7599174697	37.9147408542	24.3905703223	
-46.0	242.977382267	57.9077090476	23.3183558253	25.6914593806	
-46.5	247.95943762	66.7008806695	12.0725308384	8.8768277678	
-47.0	262.047453186	54.8964933953	35.9920804572	23.2917852903	
-47.5	276.222355467	55.250606659	16.7027324181	34.2955011382	
-48.0	242.03188795	75.1893015835	-0.398058047775	28.9222912269	
-48.5	229.937397339	50.0149997718	32.6783799851	30.3874432082	
-49.0	222.049723605	59.3252008261	50.5858125492	43.7155617589	
-49.5	192.563287731	55.9085438658	39.7400921211	37.8320493785	
-50.0	197.246505123	60.0169742237	43.3732383861	50.7315117487	
-50.5	179.716171737	62.3808054908	39.9034364536	57.182517825	
-51.0	187.016127218	74.0943787117	36.2820423633	46.5494169903	
-51.5	188.998978134	60.6200034026	54.2692192154	49.2603789792	
-52.0	155.853698244	56.4088498096	42.9090860575	55.8204593472	
-52.5	202.467834061	65.4976825337	2.31000954503	10.8336338319	
-53.0	215.905201663	67.5730410969			
-53.5	236.069311203	85.9399228184			
-54.0	223.434675222	74.6050880214			
-54.5	202.088304433	81.6766222525			
-55.0	180.950900309	90.2906813053			
-55.5	200.74197466	75.1744924988			
-56.0	182.845347147	56.9537389874			
-56.5	189.899788268	82.5208039993			
-57.0					
-57.5					
-58.0					
-58.5					
-59.0					
-59.5					
-60.0					
-60.5					
-61.0					
-61.5					
-62.0					
-62.5					
-63.0					
-63.5					
-64.0					
-64.5					
-65.0					
-65.5					
-66.0					
-66.5					
-67.0					
-67.5					
					
