x	actin	actin sem	cofilin	cofilin sem	
0.0	23.6182720992	5.42658619897	-8.25314654632	3.32622828998	
0.5	31.9782863291	3.91362894899	3.09137999108	3.22563804247	
1.0	35.7101024814	6.61078431115	1.82618480773	3.45180516384	
1.5	46.6068200789	7.40344471944	-1.91118407207	2.55652426215	
2.0	57.9803964522	9.42524885624	4.10301393434	4.8433591024	
2.5	76.5671329984	11.7693158582	3.49471688636	3.91083280017	
3.0	101.269060547	15.658015817	20.5699615648	15.5483285024	
3.5	120.754253752	22.9349977723	37.0990864255	33.0901571832	
4.0	150.465243403	28.9591657813	27.7758583996	20.936758437	
4.5	157.559670438	22.2370432159	23.1234966303	14.4259695426	
5.0	168.751798937	21.2659900193	18.1096425635	15.2263495183	
5.5	175.607237339	21.4906662089	20.9435841843	14.3396255526	
6.0	204.101152779	24.7917803685	18.5120445573	12.0753935551	
6.5	220.711378123	26.2932686898	27.5531772859	11.4772922672	
7.0	245.258561108	23.405181095	30.4313324351	9.861578111	
7.5	240.314333862	22.8589285379	39.6217408844	20.9616600738	
8.0	277.046461406	26.7726353415	42.7049205467	23.7003730504	
8.5	285.061085858	28.0143720599	39.5076115308	15.1877665471	
9.0	303.116627453	27.3892440706	46.0212376583	14.775424062	
9.5	316.884375899	27.41477578	42.2570806904	10.0003321587	
10.0	341.886006109	31.7598634379	52.2419765458	18.1846241758	
10.5	339.835394898	28.3784865199	57.4340428563	23.2977521122	
11.0	338.42167884	25.8081171468	73.3280016283	26.219145432	
11.5	356.513919589	26.8983191876	77.4289915227	23.9071139461	
12.0	358.772616905	29.4857496852	80.3833263943	27.5073424543	
12.5	385.376680731	25.1602819287	97.7397572607	36.0351010067	
13.0	403.584992399	26.1338554689	98.6687390343	37.8971668021	
13.5	392.686182213	23.7739744194	110.93637295	46.1446844404	
14.0	408.634353999	24.4370038522	97.9176034151	33.07761777	
14.5	401.829602547	22.6083102527	90.0036314171	27.6654223469	
15.0	394.152576005	23.4220762992	102.333874302	29.9695972721	
15.5	398.907729941	25.6721345763	113.784597078	41.5922465785	
16.0	408.829716924	24.5065369919	127.739924888	44.7706124465	
16.5	394.935383928	23.8720297376	137.672643019	53.2175833045	
17.0	390.246167132	25.0045670975	109.243727451	30.2382914672	
17.5	385.784390655	26.2178095922	100.136651084	24.7821234471	
18.0	368.076175942	28.7231775719	96.2923950289	27.2448596015	
18.5	376.05108513	26.2772943784	101.599287506	19.6756832708	
19.0	354.649589367	28.268759935	97.4597997507	20.3623025594	
19.5	379.94108758	27.5854589038	81.415987163	11.3084979567	
20.0	346.731752216	27.9548693637	80.5481000673	12.4332307199	
20.5	347.316620655	25.6888797522	87.0439915302	14.9626871913	
21.0	357.199041095	29.1040307829	89.589388743	15.0814043477	
21.5	392.691118824	19.8653737448	98.2457359139	20.5914474193	
22.0	378.704334607	24.993458196	90.3801781634	19.1840451262	
22.5	364.608658769	30.1678726973	92.5695110034	16.9633969959	
23.0	398.013315323	28.7042350372	107.654879816	24.3046535117	
23.5	371.121110683	32.2310881258	103.352595063	19.9265728171	
24.0	366.701303653	32.675795233	98.6274882553	17.1107909877	
24.5	369.616013603	32.96282274	98.4573589817	16.290167532	
25.0	363.672368693	38.0164262448	105.810788101	21.5878588742	
25.5	320.008475777	37.1963102172	110.978835474	19.0842308235	
26.0	301.711684285	34.3827338695	116.143855047	29.5546128936	
26.5	333.870455692	37.444632991	104.946039441	17.2464923963	
27.0	301.576795296	37.8014599811	124.873236414	25.6401963198	
27.5	306.316621934	44.4016625871	100.747312194	20.414399958	
28.0	312.377141132	42.2944216135	92.5777349423	20.1735914369	
28.5	287.708811277	41.1040112553	97.6786890665	17.2449762059	
29.0	264.551152758	43.5371430741	106.357577318	27.3198965738	
29.5	231.329146789	40.6600398273	87.4219792059	22.9263031115	
30.0	260.674295773	44.7436254549	80.4767341283	18.7214933341	
30.5	250.533484319	45.6231533309	73.7068488213	21.0968463377	
31.0	217.913936819	48.2362488855	70.8277876616	19.7436390853	
31.5	221.390284408	51.7946110803	82.3908693008	23.2170620257	
32.0	230.410058883	58.8932903764	81.8030105822	21.4255514287	
32.5	256.472796948	60.2457305018	71.4373116456	23.0823507376	
33.0	215.181394501	66.3668352765	82.831342167	22.1779372868	
33.5	206.965754804	62.9495373868	63.6387879014	20.7910087286	
34.0	209.859134949	64.0962287146	65.7281976798	23.4628179267	
34.5	250.905529904	79.5031356432	71.8972799907	20.8466880436	
35.0	273.249050194	82.4811959208	75.3844334103	28.3756380821	
35.5	270.626842905	80.3184989835	61.232822658	27.3585538947	
36.0	331.234625491	89.2657617336	93.5725451812	34.9245787065	
36.5	352.107847121	94.3284109297	81.3042299443	31.1684477392	
37.0	343.992277441	87.8929553636	82.1429218526	32.4577672961	
37.5	335.527994177	86.4658645339	88.0846717843	38.8079123608	
38.0	328.825236073	83.8686231099	95.2652347267	39.4523017952	
38.5	338.574382085	75.6565760065	89.1133349747	41.1282941376	
39.0	307.970858926	85.5752398225	74.7309226071	44.2040702643	
39.5	371.262683561	69.5509455	105.011108018	33.7137329243	
40.0	344.582411217	73.7289110018	101.351822867	43.1320360183	
40.5	386.526623781	33.3715986696	102.64453357	48.908952523	
41.0	378.431663664	38.0492122859	106.722047247	50.4694840409	
41.5	336.361448876	53.2707325253	140.469270789	68.5853029215	
42.0	348.30096617	51.9605892848	132.139953067	67.2131035612	
42.5	348.454409064	35.5323595124	152.167415543	57.3805431829	
43.0	314.855424786	52.1162407508	154.005085579	61.3237456206	
43.5	284.642666762	34.2850394768	153.488508803	67.3294269736	
44.0	277.637194724	43.0362173677	101.923688095	50.1962054823	
44.5	240.423856001	61.1855349352	101.122893568	54.6175686455	
45.0	201.359119413	51.1908611807	124.753101195	61.102318366	
45.5	174.08926827	50.0125379613	130.554581797	89.4208073294	
46.0	187.511960778	48.7431538178	115.98411366	69.0552185992	
46.5	167.763698906	48.7866999145	102.813726735	72.3922583339	
47.0	180.393834583	58.2607458172	111.931662209	56.0917698945	
47.5	158.737344009	49.8842699221	89.4644811646	46.8131644021	
48.0	106.728031782	55.9742453278	81.8663445612	62.2762740798	
48.5	113.31374529	44.8164030643	77.1435213234	53.8499915527	
49.0	122.182828732	58.1931765374	84.8448784497	72.0629406403	
49.5	131.337373237	65.309396346	76.0498951293	42.0717007311	
50.0	136.505994607	50.5555344211	78.6991453719	49.4893483049	
50.5	112.367651958	71.4171918581	74.2644836104	51.0761233733	
51.0	107.18925544	46.4937702216	82.6116976172	64.0936295488	
51.5	90.2741239858	54.7399137573	68.418516347	58.3950242957	
52.0					
52.5					
53.0					
53.5					
54.0					
54.5					
55.0					
55.5					
56.0					
56.5					
57.0					
57.5					
58.0					
58.5					
59.0					
59.5					
60.0					
60.5					
61.0					
61.5					
62.0					
62.5					
63.0					
63.5					
64.0					
64.5					
65.0					
65.5					
66.0					
66.5					
67.0					
67.5					
68.0					
68.5					
69.0					
69.5					
70.0					
70.5					
71.0					
71.5					
72.0					
72.5					
73.0					
73.5					
74.0					
					
