x	actin	actin sem	cofilin	cofilin sem	
0.0	29.7046015835	6.21509612519	61.8651681832	81.5351026565	
0.5	45.035044675	13.6234341805	68.1778765246	74.3159013526	
1.0	54.312473968	10.1852168919	71.0870744204	82.2203892194	
1.5	52.317641674	7.43749076482	95.8600881105	94.4778744863	
2.0	81.3229308861	17.4724196213	105.354600491	92.3425890643	
2.5	97.6936042786	20.2705684498	83.8412180148	85.868004307	
3.0	114.889447186	21.9496039139	78.1197283668	91.8765016025	
3.5	124.076730334	22.1782959332	88.4463770047	83.2905683936	
4.0	132.656003618	20.1457108692	91.0830770284	104.714039977	
4.5	147.429252902	19.6355577377	97.1961256228	95.0066861986	
5.0	160.472241686	22.8182542771	99.8288674265	108.044112737	
5.5	166.175412171	23.1054593974	128.876815727	123.835507064	
6.0	182.747816	23.1097563009	121.636557436	111.620329792	
6.5	220.984175207	27.8980007975	110.437175352	106.40760835	
7.0	220.858947232	27.5205074475	132.083379865	100.852293084	
7.5	235.385484566	26.9475407969	146.936932691	112.464384681	
8.0	236.959947964	25.4931550034	143.645205627	110.122697391	
8.5	263.057295161	28.3169460272	196.668492177	135.639441706	
9.0	278.485503964	30.392584248	178.601155337	133.318146104	
9.5	291.601009542	28.4695745457	62.6870909903	18.8646203804	
10.0	309.12154591	28.9795104273	76.3803571506	25.3503284636	
10.5	302.446407693	28.3446019898	71.7404804842	23.5123314308	
11.0	333.863359428	30.070888955	84.6624755311	23.7874775844	
11.5	327.602036395	27.3212073198	100.980146013	25.5168172357	
12.0	352.096193661	27.5856917941	99.3474531324	26.6916505588	
12.5	326.811991442	25.6532113533	119.507583192	32.7924303886	
13.0	345.546653856	27.2713941923	117.343341965	33.0413224328	
13.5	352.508191985	26.4471582249	119.325894871	32.5929502402	
14.0	357.111832914	26.5568156425	125.147907397	31.5850580511	
14.5	347.154303318	26.6353028853	159.270004763	46.4896002213	
15.0	363.779867767	26.5627239254	169.633113622	50.786089897	
15.5	375.281151515	25.3252046892	163.889888179	46.6357045461	
16.0	390.604749817	28.0841996516	190.723334432	50.1015113169	
16.5	410.585937458	25.6832277725	197.526917631	52.4160507501	
17.0	418.594134218	25.6358202202	200.546850589	47.9127445441	
17.5	401.894754553	27.0858965468	210.520940088	44.586504735	
18.0	406.28614202	29.0114048906	224.360651499	57.1173622694	
18.5	409.217485597	28.8117669189	243.002078681	61.7580864644	
19.0	420.42115862	30.9828142551	251.69710368	70.7464413353	
19.5	397.789745496	30.0878372144	242.896400827	70.0249486975	
20.0	413.459897453	29.8048997104	257.984033726	72.2002452237	
20.5	388.593013674	28.8731138557	272.057838836	74.3921634016	
21.0	381.024074255	26.248806322	296.486319802	89.9258071017	
21.5	371.656995467	28.9107509648	295.088901981	86.7187466843	
22.0	372.626766917	28.9346782646	318.81115803	96.4150965766	
22.5	397.955114176	30.8166955248	317.288435178	86.9119160711	
23.0	358.623653006	31.1104079348	332.667385863	97.7557872175	
23.5	362.684180647	32.3099728233	332.595841236	84.2126357023	
24.0	363.423657453	27.7426685931	357.022004486	102.961704785	
24.5	356.687888161	31.7968978233	352.474274142	100.147197616	
25.0	339.023853161	36.3770205191	305.861182346	93.8867060659	
25.5	300.566644973	33.3343839032	331.490441469	97.2280780496	
26.0	315.698891248	35.5570714022	317.999070791	94.7531875778	
26.5	331.994798255	36.3731663077	333.463642097	108.912263511	
27.0	328.934209917	35.3770723966	332.994535272	111.814548476	
27.5	367.603843116	29.874132545	411.630264064	120.064144955	
28.0	356.001754426	31.1733828571	405.145236778	125.290917484	
